title,topic_id
Getting started with Savings,25
How to calculate interest on Savings accounts,25
How is interest calculated on tiered Instant Access Savings?,25
Rate decrease on my Instant Access Savings,25
Why is my withdrawal pending?,13
Savings Challenge,25
Instant Access Savings promotion,25
Tax on Savings,7
How are the funds in my Savings accounts protected?,8
Why was my Savings Accounts restricted or closed?,60
Add money to your savings account,-1
Close my Savings account,12
Withdraw from your Savings account,-1
Documents and statements for my Savings accounts,24
Cover for cancelled and interrupted trips,6
Do I have to pay for my trip using my Revolut account?,0
Claiming after Premium travel insurance removal,0
Does moving home impact my travel insurance?,0
Travel insurance coverage,0
Travel insurance for areas affected by conflict,0
Close a Pocket,15
How do I manage a Group Pocket?,15
Adding money to Pockets,15
Withdrawing from Pockets,15
Spare change round ups,55
I can't find my Vaults,15
How to link a card to a Pocket and manage it,15
Getting started with Pockets,15
What if I don't have enough money in my bills Pocket?,73
What is Revolut Pay?,-1
How to withdraw cash from an ATM,-1
Fees for cash withdrawals,58
My card payment is pending,30
How to disable RevPoints spare change?,-1
Why did my payment amount change?,30
Fees for card payments in a foreign currency,58
Setting a monthly spending limit,-1
How do regulatory limits affect my usage?,16
Am I eligible for Apple Pay?,56
Am I eligible for Google Pay?,56
Payment limits when using Apple Pay or Google Pay,74
Decline reasons on Apple Pay and Google Pay,-1
Setting up Apple Pay,16
Setting up Google Pay,16
Where can I pay with Apple Pay or Google Pay?,74
How do I block and unblock a merchant?,67
What currencies are supported for spending?,36
Card payment fees and limits,102
Card verification and pre-authorisation,-1
What is Dynamic Currency Conversion (DCC)?,89
Which merchants are not supported by Revolut?,-1
What is a virtual card?,26
My virtual card is not working,26
Problems with my card PIN,16
Why was my card payment declined if I have enough funds?,62
What is 3D Secure?,-1
Delayed (offline) card payments,30
Where can I use my Revolut card?,57
Am I eligible for Click to Pay?,56
How do I add cards to Click to Pay?,35
How can I remove my card from Click to Pay?,35
What is Click to Pay?,35
Why is my card added to Click to Pay not shown at checkout?,35
Declined card payment isn't visible,62
My card payment was declined by the security system,-1
What is the location-based security feature?,69
My card payment was declined,62
Why has my card payment been reverted?,30
Report a card payment as a scam or fraud,84
Card security settings,16
Freeze a card,86
How to cancel a dispute,14
Dispute a card payment,-1
Dispute process and timelines,70
Update on my chargeback case,70
Problems with a refund,70
Revolut Chrome Extension,-1
How to withdraw a foreign currency,-1
Limits for using my card abroad,58
Tips for spending in a foreign currency,89
What currency will I be charged in?,89
Manage subscription payments to merchants,67
Report a fraudulent ATM withdrawal,84
When does my ATM withdrawal limit reset?,82
Why is my ATM withdrawal pending?,13
Why was my ATM withdrawal declined?,-1
Activate a physical card,-1
Reactivate a card,46
I can't add my card to Apple Pay,16
My card was stolen. What should I do?,46
The name on my card is incorrect,3
Why is my Apple Pay card number different from my Revolut's?,16
My card has been swallowed by an ATM,86
Why aren’t my contactless payments working?,-1
My single-use virtual card isn't working,26
My physical card isn't working,46
What should I do if my card is expiring soon?,46
Can I cancel or edit a card order?,10
Can I choose between Mastercard and Visa?,10
Maximum active cards,26
What are the fees for ordering a card?,10
Creating a virtual card,26
I ordered a card and it didn't arrive,10
Card customisation,10
How does the Clear Sky debit card support Ukraine?,-1
Order a physical card,10
How do I get the Clear Sky debit card?,-1
What is a special edition card?,10
What card brands and types can I get?,-1
Finding the card PIN,16
Linking an existing card,35
Can I order my card to a different address?,10
How do I use a Revolut virtual card?,26
I received a card that I had marked as undelivered,46
I found my lost card,46
My card has been used fraudulently,86
Glossary of onboarding terms,23
Manage scheduled transfers,41
More help with a scheduled transfer,41
Schedule a transfer,41
Cash withdrawal limits and fees,58
Getting started with Pet Insurance,18
How do I make a protection insurance claim?,38
What's the excess for purchase insurance claims?,27
Submitting documents for a purchase insurance claim,38
Is my mobile device covered by Revolut purchase protection?,27
Getting started with purchase insurance,27
What's not covered under purchase insurance?,27
What items are eligible for purchase insurance?,27
Getting an update on an everyday protection claim,38
Who provides Revolut's everyday protection insurance?,38
Purchase protection coverage,27
Refund protection coverage,27
Event ticket cancellation protection coverage,6
Getting started with travel insurance,0
What is the excess for travel insurance claims?,0
Trips covered by travel insurance,0
Why is my travel insurance coverage ending?,0
Submitting documents for a travel insurance claim,0
How can I view my travel insurance policy documents?,-1
How do I get an update on my existing claim?,0
How do I make a travel insurance claim?,0
Emergency medical assistance abroad,0
Cover for car hire excess,0
Cover for delayed trips,0
"Cover for damaged, lost, or delayed baggage",0
Cover for medical expenses abroad,0
Cover for sports and activities,0
Who is covered by travel insurance?,0
Who is Revolut's travel insurance provider?,0
How do I cancel my Pet Insurance policy?,18
How to make a Pet Insurance claim,18
Pet Insurance payments and renewals,18
How do I complain about my pet insurance?,18
How can I view or manage my Revolut Pet Insurance policy?,18
Free 24/7 FirstVet Video Consultations,18
Who are Revolut Pet Insurance?,18
What are the main pet insurance policy conditions I should be aware of?,18
Can I cancel an Airport Fast Track pass? ,28
How do I purchase an Airport Fast Track pass?,28
How do I use my airport fast track pass?,28
Reasons you can trust Revolut,37
Can I contact Revolut using a Power of Attorney?,-1
Media enquiries,48
Revolut Business,88
Work at Revolut,88
Difference between limited and full access to the web app,-1
Does Revolut offer services in Russia?,57
Reporting vulnerable circumstances to Revolut,95
How do I share feedback with Revolut?,48
I lost access to a device my passkey is stored on,3
How can I file a complaint?,48
Learn about my rights when making payments in Europe,56
Public Figure Check - More Information,7
What is my tax residence?,7
What happens if the Revolut account holder passes away?,60
Which Revolut companies provide me with services?,37
How can I improve my financial health?,45
How can I share sensitive information with Revolut?,95
Support if you are experiencing financial difficulties,45
What gambling support is available?,45
Where can I get help and advice on financial abuse?,45
Where can I get help if I'm worried about my mental health?,45
When will Revolut credit be available in my country?,56
What is Revolut Pro and is it free?,47
Cancel a transaction on the Revolut Terminal,14
Cards and contactless payments with Revolut Terminals,74
Failed payments on the Revolut Terminal,62
How do I order a Revolut Terminal?,-1
How do I log in to my Revolut Terminal?,-1
eSIM on Revolut Terminals,11
I'm having trouble using my Revolut Terminal,-1
Sales using a Revolut Pro product catalogue,-1
Edit the time on my Revolut Terminal,54
Warranty on Revolut Terminals,-1
What are Revolut Terminals?,63
When will I receive my Revolut Terminal?,-1
Failed payment on Tap to Pay on iPhone,-1
Can I accept payments with Revolut Pro?,63
How much does it cost to accept payments with Revolut Pro?,63
What are Payment Links and how do I use them?,68
When do payments arrive in my Pro account?,13
Install the Shopify plugin for Revolut Pro,-1
Revolut Pro invoices,-1
Warranty on the Revolut Reader,-1
What is Revolut Reader and how do I use it?,63
Using Tap to Pay on iPhone to take payments,74
Why should I accept payments with Revolut Pro?,63
How do I add funds to my Pro account?,90
How to close a Revolut Pro account,12
Difference between Revolut Pro and Revolut Business,47
How to set up Direct Debits in Pro,-1
What features are available with Revolut Pro?,47
How do I move money out of my Revolut Pro account?,90
Order a Revolut Pro card,10
How does Revolut Pro cashback work and how can I boost it?,47
Pro account under review or payments not working,92
How can I redeem my Pro Perks offers?,66
What is Pro Perks?,47
What are Pro Pockets?,15
Why was my document not accepted for Revolut Pro?,92
Why was my URL not accepted for Revolut Pro?,92
Where can I find my Revolut Pro account in-app?,-1
Who can use Revolut Pro and how do I get started?,47
Accessing the Retail Web App,3
What features are supported on the Web App?,-1
Security and data privacy,81
How do I close my account?,12
Getting started with AIR,-1
Getting started with Revolut,-1
How to contact Revolut Support,48
Joint account card payments,12
Managing joint account ownership,12
I want to close my Joint account,12
Your Joint account statement,12
Adding money to a Joint account,-1
Setting up a Joint account,12
Joint account transfers,90
Order a Joint account card,10
Getting started with Joint Savings,-1
What happens if my joint account balance goes negative?,30
Revolut closed my joint account,12
Difficulty logging in,3
Change passcode,3
I lost access to my passkey,3
Duplicate account,12
Log in with a new phone number,3
Lost or stolen device,3
Sign in with face ID or fingerprint,3
What are passkeys?,3
Download your account confirmation,93
Download an account statement for a specific currency,24
How to download a card confirmation document,93
Download a cryptocurrency statement,24
Documents for a closed account ,-1
Get a Pockets statement,15
Download transaction or top-up statement,24
Download statement of fees,24
How to download a subject access request document,93
How can I download trading statements and reports?,24
Why are my statement balance and in-app balance different?,-1
What is the consolidated statement?,24
Cancelling your scheduled plan downgrade,53
Downgrading your paid plan,53
Paid plan downgrade fees ,53
Changing your paid plan billing date,19
Managing your paid plan billing,19
Pay for your missed plan payment,19
Your paid plan subscription end date,53
Next payment date for your paid plan,19
Paid plan payment status,19
Chess.com,4
ClassPass,4
Financial Times,4
Freeletics,4
Headspace,4
Headway,4
MasterClass,4
NordVPN,4
Perplexity,4
Picsart,4
How do I access a partner benefit?,94
Laundryheap,4
What happens to my partner benefits if I change my plan?,94
What are partner benefits?,94
Sleep Cycle,4
The Athletic,4
Tinder,4
Turo rewards,4
Uber One,4
WeWork,4
Discounts for loyal customers,29
Promotional and free trials,53
Order a paid plan card,10
Metal plan,64
Plus plan,64
Premium plan,64
Standard plan,64
Ultra plan,64
Can I reopen my closed account?,60
Switching languages in the app,44
How do I manage notifications from Revolut?,54
Trouble with mobile verification code,-1
Change my address,-1
Change my date of birth,3
Change my name,3
Change my phone number,3
Change or verify email address,3
Change my Revtag,-1
Update my tax information,7
Source of funds,9
Upgrade my plan,19
Accepted proof of address documents,9
Documents for the source of funds verification,9
Verify my identity,9
How do I provide proof of address?,9
I'm unable to verify my identity,9
Where you can sign up for Revolut,-1
What is Revolut ID?,3
Managing a Revolut – Kids & Teens account,5
Revolut – Kids & Teens cards,5
Revolut – Kids & Teens Earn,5
Revolut Kids & Teens Rewards,5
Revolut Kids & Teens Save,5
Revolut – Kids & Teens payments,5
Add money to or withdraw from Revolut Kids & Teens account,5
Forgotten passcode for a Kids & Teens account,3
Graduation to the main app,5
Kids & Teens Instant Access Savings,5
Open a Revolut – Kids & Teens account,5
Revolut — Kids & Teens subscription bundles,5
Request a Revolut – Kids & Teens virtual card,5
Revolut – Kids & Teens card management,5
Revolut Kids & Teens Payment Links,5
Revolut - Kids & Teens Referrals,5
Revolut - Kids & Teens statements,5
What if Revolut - Kids & Teens isn't available?,-1
Is my private information safe?,-1
When to put gambling controls in place,45
How does the gambling block work?,67
A refund or chargeback was sent to my closed account,70
My account was restricted or closed,60
Report a fraudulent transfer,84
What does Revolut use my data for?,81
How long will Revolut hold my data?,81
Personal data required to create a Revolut account,81
Hidden balance feature,54
Why haven't I received my Referrals reward?,1
Referral reward smaller than expected,1
How to complete all steps for Referrals reward,1
How to complete 'Make purchases' step for Referrals reward,1
Why hasn't my referrer received their Referrals reward?,1
How to add money for the Referrals reward,1
Order a physical card for Referrals reward,85
Referrals reward requirements,1
Conditions for the referral campaign,1
Completing the 'Make purchases' step,1
Claiming special bonus offered by Revolut promotion,1
Missing reward from an influencer or brand signup,1
Promotional cashback,1
Is physical card activation necessary before the deadline?,85
Is a physical card required for your friend's purchases?,1
How can my friend order a physical card?,85
How to complete 'Add Money' step,1
"My friend added money, but I still didn’t get the reward",1
My friend hasn’t received the card. Will I get my reward?,1
"My friend made 3 purchases, but I didn’t get the reward",1
"My friend ordered a card, but I didn’t get the reward. Why?",10
What are the requirements for 3 purchases?,1
What are the requirements to get a Referrals reward?,1
Why did I receive a smaller reward for a Referral than you advertised in the app?,1
What is Airline Miles?,65
Linking your airline loyalty account,65
Redeeming RevPoints with Airline Miles,65
Difficulty using Airline Miles,65
Can I cancel an airport lounge pass? ,28
How do I purchase an airport lounge pass?,28
How do I use my airport lounge pass?,28
I'm having difficulty with my airport lounge pass,28
How do I donate to Ukrainian refugees?,55
Making a donation through Revolut,55
Spare change and recurring Donations,55
Auto-renewing an eSIM data plan,11
Can I label my eSIM for my data plan?,11
Difficulties with eSIM,11
Revolut data plans,11
Installing and activating my eSIM,11
Managing my eSIM data plan,11
Supported eSIM devices,11
Mobile plan access and payment,19
Cancelling or rescheduling a number transfer to Revolut,-1
Cancelling your old phone plan,39
Managing a mobile plan for a lost or stolen device,-1
Managing a failed number transfer,39
Managing a number transfer to Revolut,39
Managing mobile plans and add-ons,11
Understanding mobile plan numbers,11
Paying for my mobile plan,19
Mobile plan voice support,48
Setting up voicemail,16
Bring your number to Revolut mobile,39
Revolut mobile plans,11
Service disruptions during transfer to Revolut,39
Mobile plan allowance and consumption,-1
Transfer your Revolut number to another provider,39
Reporting vulnerable circumstances to Revolut,95
How to redeem RevPoints for gift cards,-1
Finding your gift cards,-1
Shops,-1
Can I get a VAT invoice for my Stays booking?,-1
How are properties sorted?,42
Manage a Stays booking,98
Make a Stays booking,98
What does the Experiences feature offer?,98
Purchase RevPoints in app,66
Redeem RevPoints,65
How to earn RevPoints,66
RevPoints spare change,-1
What is the RevPoints loyalty program?,66
Personalise RevPoints,66
APP fraud reimbursement eligibility,49
Authorised Push Payment fraud reimbursement exclusions,49
Authorised Push Payment fraud reimbursement requirements,49
Authorised Push Payment fraud reimbursement,49
How long will the Authorised Push Payment fraud reimbursement process take?,49
Locked bootloader requirement for Android devices,72
Contacting your device manufacturer,72
Ensuring security by using the official Revolut app,96
Operating system and security updates,72
Security risks of root access,96
Unofficial (custom) firmware,72
Why is the Revolut app no longer supported on my device?,96
Review my information with CIFAS Marker,80
Understanding the account review process,-1
Fraud and cybercrime reporting to national authorities,-1
Hidden accounts and transactions,54
Someone wants to give you a lot of money?,105
Strange small charges on your card?,80
Feeling pressured or threatened?,83
Urgent text from a kid or friend?,83
Looking for a high return?,97
Paying a bill with new bank details? ,-1
Have you been offered money to move funds?,97
Received an unexpected link?,80
Buying something online?,97
Met someone new online?,105
My phone suddenly lost signal,83
An urgent call out of the blue?,83
How can I keep my account safe from fraud?,-1
"How to report a suspicious call, email, link, or text",80
How does Revolut keep my money safe?,8
How does Revolut protect me against fraud?,69
Accessing your transaction history from your Revolut account,-1
What are linked wallets?,35
What are Wealth Protection limits?,82
Getting started with Street Mode,69
Limits,82
Trouble with my selfie verification for Wealth Protection,9
Getting started with Wealth Protection,-1
What are Revolut's safety features?,69
What will happen to my funds if Revolut goes bankrupt?,8
How do I upload a document?,9
Difficulty with selfie authentication,9
What is my tax identification number?,7
Confirm your personal details again,9
Why is my incoming transfer pending?,13
Can I cover intermediary bank fees upfront?,50
"Add, edit, or delete a beneficiary",14
Trusted recipients,14
Transfer I sent arrived in a different currency ,44
Why was my transfer sent via an intermediary bank?,50
I received a transfer from an unknown sender,14
Timeframes for transfers,103
Bank transfer fees,50
Can I receive large bank transfers into my Revolut account?,-1
Can I receive my salary into my Revolut account?,31
Locate a bank transfer sent to my Revolut account,103
Why did I receive less money?,50
Why was the transfer to my account reverted?,13
Supported currencies for holding,36
Switch your account to Revolut,-1
What currency account details are available for me?,101
What's Revolut's official name and address?,101
What account details should I use for incoming transfers?,101
How to transfer funds to Revolut,-1
Unsupported inbound bank transfers,36
Difficulty adding money with an easy bank transfer,31
Limits for transfers to other Revolut customers,-1
Block or report another Revolut customer,67
Group Bills,-1
I sent a transfer to the wrong Revolut customer,14
My transfer to another Revolut customer is pending,14
Send or request money from other Revolut customers,-1
Revtags,54
My transfer to or from someone on Revolut wasn't received,104
I'm unable to send money to another Revolut customer,104
Transferring funds to an external card,-1
I want to cancel my transfer to a card,14
My beneficiary has not received my card transfer,13
Which countries can I send a card transfer to?,57
Why has my card transfer failed or been declined?,73
Why is my card transfer still pending?,13
I want to cancel a bank transfer,14
Locate a bank transfer sent from Revolut,13
Why is my transfer to a bank account still pending?,13
Why was my outbound bank transfer reverted?,13
I can't send a transfer or create a recipient,-1
Can I make a local transfer in a different currency?,-1
Download a transfer confirmation,-1
Sending money from Revolut to a bank account,-1
Problem with a Direct Debit,73
Manage Direct Debits,41
Setting up a Direct Debit,-1
Sending and requesting money with a payment link,68
Why did my recipient receive less money?,50
I was asked for additional information about my transaction,9
Unsupported transfers sent from Revolut,36
More help with sending money via a payment link,14
Revolut.me link,68
Insufficient funds for scheduled transfer,73
Setting up scheduled payments to another Revolut customer,-1
Can I transfer money to or from Russia or Belarus?,57
Can I transfer money to Ukraine?,57
Supported currencies for outgoing transfers,36
Benefits and risks of trading crypto ETNs,23
Get started with crypto ETNs,23
Get started with non-crypto ETPs,79
What does it mean to be a high-net-worth investor?,23
What does it mean to be a restricted investor?,23
Leveraged and inverse ETPs,79
What is a crypto ETN?,23
Get started with ETCs,79
Get started with ETNs,23
What is an Exchange-Traded Product (ETP)?,79
Exceeding my ISA allowance,20
Investing with the Stocks and Shares ISA,20
Stocks and Shares Individual Savings Account (ISA),20
Stocks and Shares ISA rules,20
Stocks and Shares ISA transfers,20
What are the Stocks and Shares ISA fees?,22
What happens to my Stocks and Shares ISA if I move abroad?,7
Trading Terminal,71
Crypto collections,100
Accessing Revolut X,3
Revolut X top-ups and withdrawals,52
Get started with Revolut X,-1
What types of orders can I create on Revolut X?,21
About crypto unified balance,77
Revolut X fees,-1
Failed orders in Revolut X,-1
Why can't I trade in Revolut X?,-1
Why is part of my Revolut X portfolio balance unavailable?,-1
Issues with Take Profit or Stop Loss orders,34
Take Profit and Stop Loss orders,21
Setting up a virtual crypto card,26
"Crypto payment fees, rates, and limits",91
Crypto payments and how they work,52
View your crypto card payments,52
How does crypto staking work?,77
Is there a fee associated with crypto staking?,91
Stake and unstake crypto,77
Calculation of crypto tiered pricing,43
Tier progression and account changes,43
Trading with crypto tiered pricing,43
How to make sure crypto withdrawals are processed smoothly,2
How to ensure my crypto is transferred successfully?,2
Crypto notifications,-1
Crypto recurring buy,34
Crypto rates and spread,43
Fees for trading crypto,43
Crypto limit order,34
What is a crypto market order?,34
Crypto stop order,34
Crypto Learn,100
How does converting cryptocurrency to fiat currency work?,-1
Crypto delisting,-1
Crypto account onboarding requirements,71
Other crypto token information,52
Revolut crypto features and products,100
Can I set target prices for exchanging cryptocurrency?,34
Receive (deposit) crypto from an external address,2
Return or manage crypto deposits,2
Failed crypto deposits,2
Addresses supported for withdrawing and reverting crypto deposits,2
Can't see my deposit in-app,2
Pending crypto deposits,2
"Supported crypto deposit currencies, networks, and exchanges",2
Do I have an individual cryptocurrency wallet?,78
Add a new wallet to withdraw crypto,52
Crypto withdrawal fees,91
Crypto withdrawal limits,82
Cryptocurrencies and networks available for withdrawals,2
Send (withdraw) crypto to an external address,2
Pending crypto withdrawals,2
Failed crypto withdrawals,2
Cryptocurrency networks,2
Buy and sell crypto,77
Crypto basics,78
Is my crypto safe with Revolut?,78
Who provides Revolut's crypto services?,37
Taxes on crypto,-1
Koinly crypto tax reports,71
Why do I need to name the wallet owner for withdrawals?,7
Crypto private keys and exposure on the blockchain,78
Crypto spare change,55
What exchange rates does Revolut offer?,-1
Currency exchange fees and limits,58
How do I exchange money?,44
Currency exchange orders,34
"I just made an exchange, but I can't find my money",44
Why might my currency order fail or not execute?,-1
Open and manage additional currency accounts,44
Investor related tax information,7
How does the commission-free allowance work?,22
Trading orders routing,21
What are trading regulatory fees and taxes?,22
Buying or selling commodities,76
"Commodities prices, rates, and fees",43
Commodities supported features,76
Which precious metals are supported?,76
Start with Revolut Ramp,71
How can I get a full statement of my Ramp transaction?,-1
Pay with Revolut Ramp,2
What are the fees for Revolut Ramp?,99
I sent crypto to an incorrect wallet address. What can I do?,2
I was charged extra by my bank for a Ramp payment. Why?,99
My Ramp payment failed. What should I do?,62
My Ramp transaction is completed but I didn't receive the funds,2
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,2
Revolut Ramp supported currencies and limits,76
Why did I receive less crypto than I paid for?,2
Why was I charged more than I was shown?,99
Advantages of investing in bonds,51
Get started with Bonds,51
Bonds fees,22
Bonds terms and definitions,51
Bond credit ratings,51
Buy bonds in the Revolut app,33
Buying a corporate bond vs buying stock in the same company,20
Bond name interpretation in the Revolut app,51
How does Revolut process corporate actions?,20
Dividends,20
Merger or acquisition of a company whose shares I own,32
Stock delisting,75
Stock split,32
Trading customer support,48
Which Revolut Trading entity is providing me services?,37
Financial ratios for company analysis,32
Market analysis,-1
OTC stocks,75
Stock basics,32
Stock markets,106
What is a fractional share?,32
What is a trading halt?,-1
How do I update my trading account details?,3
Why are you asking me for documents to open or continue using Revolut trading?,9
Understanding our onboarding question about affiliations,7
Close my investment account,12
Reasons an investment account may be closed,60
How is the portfolio value calculated?,32
Overview of Revolut Trading Ltd's omnibus account ,8
Trading watchlist and price alerts,-1
"Trading account information, statements and reports",24
Trade confirmation statements,-1
Fund my investment account,44
Using your credit card or a personal loan to trade stocks,-1
How to withdraw funds from my investment account,42
Open an investment account,7
Can I transfer my account from another broker?,42
Why does Revolut need my national identifier?,7
What information do I need to provide to onboard to trading?,7
What is an execution-only service?,75
What is a Special Purpose Acquisition Company (SPAC)?,-1
American depositary receipts (ADRs) and pass-through fees,22
Products available to trade,-1
Can I have a trading account if I’m a US Person?,7
Who is Revolut Trading Ltd authorised by?,37
What are non-tradable securities?,-1
Do I own my stocks?,32
How are my investments with Revolut protected?,8
How are the funds in my investment account protected?,8
What does capital at risk mean?,23
Buy order block,21
Pending trading orders,21
Close a stock position,-1
How to place a stock order,21
Can I use leverage to trade?,-1
What is a GTC Order and how does it work?,-1
Trading limit orders,21
What is a stop order?,21
Trading order types,33
Top Movers,-1
Security prices,106
What are Revolut's trading fees?,22
Trading value limits,-1
Why is my stock on 'sell only'?,75
Orders submitted during extended hours trading,33
Extended hours trading risks,33
How extended hours trading works,33
What is a trading day?,33
Trading hours,33
What are the fees for Trading Pro?,22
What is Trading Pro?,22
