title,topic_id,llm_label,probability
Do I have to pay for my trip using my Revolut account?,2,Travel insurance coverage,0.6644
Claiming after Premium travel insurance removal,2,Travel insurance coverage,0.5727
Does moving home impact my travel insurance?,2,Travel insurance coverage,0.3908
Travel insurance coverage,2,Travel insurance coverage,1.0
Travel insurance for areas affected by conflict,2,Travel insurance coverage,0.4918
Close a Pocket,27,Pockets and Spare Change Donations,1.0
How do I manage a Group Pocket?,27,Pockets and Spare Change Donations,1.0
Adding money to Pockets,27,Pockets and Spare Change Donations,0.5799
Withdrawing from Pockets,27,Pockets and Spare Change Donations,1.0
Spare change round ups,27,Pockets and Spare Change Donations,0.0
I can't find my Vaults,27,Pockets and Spare Change Donations,0.9862
How to link a card to a Pocket and manage it,27,Pockets and Spare Change Donations,1.0
Getting started with Pockets,27,Pockets and Spare Change Donations,1.0
What if I don't have enough money in my bills Pocket?,21,Declined card payments and balances,0.0
What is Revolut Pay?,18,RevPoints earning and redemption,0.0
How to withdraw cash from an ATM,24,Cash withdrawal and exchange fees,0.0
Fees for cash withdrawals,24,Cash withdrawal and exchange fees,1.0
My card payment is pending,21,Declined card payments and balances,1.0
How to disable RevPoints spare change?,18,RevPoints earning and redemption,0.0
Why did my payment amount change?,21,Declined card payments and balances,1.0
Fees for card payments in a foreign currency,24,Cash withdrawal and exchange fees,1.0
Setting a monthly spending limit,13,13_pay_card_money_payment,0.7893
How do regulatory limits affect my usage?,13,13_pay_card_money_payment,0.0
Am I eligible for Apple Pay?,8,Supported currencies and cards,0.7822
Am I eligible for Google Pay?,8,Supported currencies and cards,0.7046
Payment limits when using Apple Pay or Google Pay,13,13_pay_card_money_payment,0.8043
Decline reasons on Apple Pay and Google Pay,21,Declined card payments and balances,0.6649
Setting up Apple Pay,46,Adding cards to Apple Pay,1.0
Setting up Google Pay,46,Adding cards to Apple Pay,1.0
Where can I pay with Apple Pay or Google Pay?,13,13_pay_card_money_payment,0.8983
How do I block and unblock a merchant?,1,Reporting scams and fraud,0.5619
What currencies are supported for spending?,8,Supported currencies and cards,0.874
Card payment fees and limits,13,13_pay_card_money_payment,0.8043
Card verification and pre-authorisation,21,Declined card payments and balances,0.0
What is Dynamic Currency Conversion (DCC)?,16,Currency exchange and transfer fees,0.0
Which merchants are not supported by Revolut?,8,Supported currencies and cards,0.5342
What is a virtual card?,38,Virtual card usage and limits,1.0
My virtual card is not working,38,Virtual card usage and limits,1.0
Problems with my card PIN,46,Adding cards to Apple Pay,1.0
Why was my card payment declined if I have enough funds?,21,Declined card payments and balances,0.9129
What is 3D Secure?,12,Account security features,0.4686
Delayed (offline) card payments,21,Declined card payments and balances,1.0
Where can I use my Revolut card?,8,Supported currencies and cards,0.8616
Am I eligible for Click to Pay?,8,Supported currencies and cards,0.8247
How do I add cards to Click to Pay?,44,Click to Pay card management,1.0
How can I remove my card from Click to Pay?,44,Click to Pay card management,1.0
What is Click to Pay?,44,Click to Pay card management,1.0
Why is my card added to Click to Pay not shown at checkout?,44,Click to Pay card management,1.0
Declined card payment isn't visible,21,Declined card payments and balances,0.9182
My card payment was declined by the security system,21,Declined card payments and balances,0.0
What is the location-based security feature?,12,Account security features,0.5998
My card payment was declined,21,Declined card payments and balances,0.851
Why has my card payment been reverted?,21,Declined card payments and balances,0.9182
Report a card payment as a scam or fraud,1,Reporting scams and fraud,1.0
Card security settings,13,13_pay_card_money_payment,0.0
Freeze a card,1,Reporting scams and fraud,0.8593
How to cancel a dispute,7,Schedule and cancel transfers,0.9533
Dispute a card payment,21,Declined card payments and balances,0.0
Dispute process and timelines,9,Transfer status and processing times,0.538
Update on my chargeback case,9,Transfer status and processing times,0.5715
Problems with a refund,9,Transfer status and processing times,0.5824
Revolut Chrome Extension,38,Virtual card usage and limits,0.0
How to withdraw a foreign currency,24,Cash withdrawal and exchange fees,0.0
Limits for using my card abroad,24,Cash withdrawal and exchange fees,1.0
Tips for spending in a foreign currency,16,Currency exchange and transfer fees,0.9443
What currency will I be charged in?,16,Currency exchange and transfer fees,0.9548
Manage subscription payments to merchants,1,Reporting scams and fraud,0.5558
Report a fraudulent ATM withdrawal,1,Reporting scams and fraud,1.0
When does my ATM withdrawal limit reset?,24,Cash withdrawal and exchange fees,0.9899
Why is my ATM withdrawal pending?,9,Transfer status and processing times,0.8041
Why was my ATM withdrawal declined?,21,Declined card payments and balances,0.0
Activate a physical card,41,Physical card activation and replacement,0.8433
Reactivate a card,41,Physical card activation and replacement,1.0
I can't add my card to Apple Pay,46,Adding cards to Apple Pay,1.0
My card was stolen. What should I do?,41,Physical card activation and replacement,1.0
The name on my card is incorrect,10,Logging in with phone number,0.4808
Why is my Apple Pay card number different from my Revolut's?,46,Adding cards to Apple Pay,1.0
My card has been swallowed by an ATM,1,Reporting scams and fraud,1.0
Why aren’t my contactless payments working?,41,Physical card activation and replacement,0.0
My single-use virtual card isn't working,38,Virtual card usage and limits,1.0
My physical card isn't working,41,Physical card activation and replacement,1.0
What should I do if my card is expiring soon?,41,Physical card activation and replacement,1.0
Can I cancel or edit a card order?,28,Ordering physical cards,0.5964
Can I choose between Mastercard and Visa?,28,Ordering physical cards,1.0
Maximum active cards,38,Virtual card usage and limits,1.0
What are the fees for ordering a card?,28,Ordering physical cards,0.5764
Creating a virtual card,38,Virtual card usage and limits,1.0
I ordered a card and it didn't arrive,28,Ordering physical cards,0.7444
Card customisation,28,Ordering physical cards,1.0
How does the Clear Sky debit card support Ukraine?,4,Reporting vulnerable circumstances,0.0
Order a physical card,28,Ordering physical cards,1.0
How do I get the Clear Sky debit card?,28,Ordering physical cards,0.0
What is a special edition card?,28,Ordering physical cards,0.0
What card brands and types can I get?,8,Supported currencies and cards,0.6518
Finding the card PIN,46,Adding cards to Apple Pay,0.0
Linking an existing card,44,Click to Pay card management,1.0
Can I order my card to a different address?,28,Ordering physical cards,1.0
How do I use a Revolut virtual card?,38,Virtual card usage and limits,1.0
I received a card that I had marked as undelivered,41,Physical card activation and replacement,1.0
I found my lost card,41,Physical card activation and replacement,1.0
My card has been used fraudulently,1,Reporting scams and fraud,1.0
Glossary of onboarding terms,17,Exchange Traded Products,0.8116
Manage scheduled transfers,7,Schedule and cancel transfers,0.5474
More help with a scheduled transfer,7,Schedule and cancel transfers,0.5474
Schedule a transfer,7,Schedule and cancel transfers,0.5474
Cash withdrawal limits and fees,24,Cash withdrawal and exchange fees,1.0
Getting started with Pet Insurance,32,Pet Insurance Policy Management,1.0
How do I make a protection insurance claim?,23,Purchase insurance coverage,1.0
What's the excess for purchase insurance claims?,23,Purchase insurance coverage,0.9404
Submitting documents for a purchase insurance claim,23,Purchase insurance coverage,1.0
Is my mobile device covered by Revolut purchase protection?,23,Purchase insurance coverage,0.9404
Getting started with purchase insurance,23,Purchase insurance coverage,0.9397
What's not covered under purchase insurance?,23,Purchase insurance coverage,0.852
What items are eligible for purchase insurance?,23,Purchase insurance coverage,0.7799
Getting an update on an everyday protection claim,23,Purchase insurance coverage,1.0
Who provides Revolut's everyday protection insurance?,23,Purchase insurance coverage,1.0
Purchase protection coverage,23,Purchase insurance coverage,0.9404
Refund protection coverage,23,Purchase insurance coverage,0.7024
Event ticket cancellation protection coverage,22,Cancel for any reason protection,1.0
Getting started with travel insurance,2,Travel insurance coverage,1.0
What is the excess for travel insurance claims?,2,Travel insurance coverage,0.5758
Trips covered by travel insurance,2,Travel insurance coverage,0.8253
Why is my travel insurance coverage ending?,2,Travel insurance coverage,0.8744
Submitting documents for a travel insurance claim,2,Travel insurance coverage,0.4706
How can I view my travel insurance policy documents?,2,Travel insurance coverage,0.0
How do I get an update on my existing claim?,2,Travel insurance coverage,0.3941
How do I make a travel insurance claim?,2,Travel insurance coverage,0.4801
Emergency medical assistance abroad,2,Travel insurance coverage,0.5388
Cover for car hire excess,2,Travel insurance coverage,1.0
Cover for delayed trips,2,Travel insurance coverage,0.6939
"Cover for damaged, lost, or delayed baggage",2,Travel insurance coverage,0.6385
Cover for medical expenses abroad,2,Travel insurance coverage,0.7088
Cover for sports and activities,2,Travel insurance coverage,0.8732
Who is covered by travel insurance?,2,Travel insurance coverage,1.0
Who is Revolut's travel insurance provider?,2,Travel insurance coverage,0.7212
How do I cancel my Pet Insurance policy?,32,Pet Insurance Policy Management,1.0
How to make a Pet Insurance claim,32,Pet Insurance Policy Management,1.0
Pet Insurance payments and renewals,32,Pet Insurance Policy Management,1.0
How do I complain about my pet insurance?,32,Pet Insurance Policy Management,0.6045
How can I view or manage my Revolut Pet Insurance policy?,32,Pet Insurance Policy Management,1.0
Free 24/7 FirstVet Video Consultations,32,Pet Insurance Policy Management,0.8079
Who are Revolut Pet Insurance?,32,Pet Insurance Policy Management,0.5548
What are the main pet insurance policy conditions I should be aware of?,32,Pet Insurance Policy Management,1.0
Can I cancel an Airport Fast Track pass? ,40,Airport lounge and fast track passes,1.0
How do I purchase an Airport Fast Track pass?,40,Airport lounge and fast track passes,1.0
How do I use my airport fast track pass?,40,Airport lounge and fast track passes,0.9013
Reasons you can trust Revolut,4,Reporting vulnerable circumstances,0.6359
Can I contact Revolut using a Power of Attorney?,4,Reporting vulnerable circumstances,0.0
Media enquiries,4,Reporting vulnerable circumstances,1.0
Revolut Business,45,Revolut Pro features and cashback,0.0
Work at Revolut,1,Reporting scams and fraud,0.0
Difference between limited and full access to the web app,12,Account security features,0.4837
Does Revolut offer services in Russia?,8,Supported currencies and cards,0.8106
Reporting vulnerable circumstances to Revolut,4,Reporting vulnerable circumstances,0.8925
How do I share feedback with Revolut?,4,Reporting vulnerable circumstances,1.0
I lost access to a device my passkey is stored on,10,Logging in with phone number,1.0
How can I file a complaint?,4,Reporting vulnerable circumstances,1.0
Learn about my rights when making payments in Europe,8,Supported currencies and cards,0.8088
Public Figure Check - More Information,29,Tax and national ID requirements,0.2794
What is my tax residence?,29,Tax and national ID requirements,1.0
What happens if the Revolut account holder passes away?,25,Identity verification documents,0.0
Which Revolut companies provide me with services?,4,Reporting vulnerable circumstances,0.6378
How can I improve my financial health?,4,Reporting vulnerable circumstances,1.0
How can I share sensitive information with Revolut?,4,Reporting vulnerable circumstances,1.0
Support if you are experiencing financial difficulties,4,Reporting vulnerable circumstances,1.0
What gambling support is available?,4,Reporting vulnerable circumstances,1.0
Where can I get help and advice on financial abuse?,4,Reporting vulnerable circumstances,1.0
Where can I get help if I'm worried about my mental health?,4,Reporting vulnerable circumstances,1.0
When will Revolut credit be available in my country?,8,Supported currencies and cards,0.617
What is Revolut Pro and is it free?,45,Revolut Pro features and cashback,1.0
Cancel a transaction on the Revolut Terminal,7,Schedule and cancel transfers,0.5947
Cards and contactless payments with Revolut Terminals,13,13_pay_card_money_payment,0.8884
Failed payments on the Revolut Terminal,21,Declined card payments and balances,0.7837
How do I order a Revolut Terminal?,45,Revolut Pro features and cashback,0.0
How do I log in to my Revolut Terminal?,10,Logging in with phone number,0.0
eSIM on Revolut Terminals,30,eSIM data plan setup,0.9164
I'm having trouble using my Revolut Terminal,30,eSIM data plan setup,0.0
Sales using a Revolut Pro product catalogue,7,Schedule and cancel transfers,0.0
Edit the time on my Revolut Terminal,12,Account security features,0.0
Warranty on Revolut Terminals,9,Transfer status and processing times,0.4545
What are Revolut Terminals?,13,13_pay_card_money_payment,1.0
When will I receive my Revolut Terminal?,9,Transfer status and processing times,0.486
Failed payment on Tap to Pay on iPhone,13,13_pay_card_money_payment,0.0
Can I accept payments with Revolut Pro?,13,13_pay_card_money_payment,1.0
How much does it cost to accept payments with Revolut Pro?,13,13_pay_card_money_payment,1.0
What are Payment Links and how do I use them?,13,13_pay_card_money_payment,1.0
When do payments arrive in my Pro account?,9,Transfer status and processing times,0.8961
Install the Shopify plugin for Revolut Pro,45,Revolut Pro features and cashback,0.0
Revolut Pro invoices,13,13_pay_card_money_payment,0.0
Warranty on the Revolut Reader,13,13_pay_card_money_payment,0.0
What is Revolut Reader and how do I use it?,13,13_pay_card_money_payment,1.0
Using Tap to Pay on iPhone to take payments,13,13_pay_card_money_payment,0.9302
Why should I accept payments with Revolut Pro?,13,13_pay_card_money_payment,0.9326
How do I add funds to my Pro account?,14,Bank transfers to Revolut,0.7479
How to close a Revolut Pro account,31,Joint account management,0.7827
Difference between Revolut Pro and Revolut Business,45,Revolut Pro features and cashback,1.0
How to set up Direct Debits in Pro,45,Revolut Pro features and cashback,0.0
What features are available with Revolut Pro?,45,Revolut Pro features and cashback,1.0
How do I move money out of my Revolut Pro account?,14,Bank transfers to Revolut,0.8829
Order a Revolut Pro card,28,Ordering physical cards,1.0
How does Revolut Pro cashback work and how can I boost it?,45,Revolut Pro features and cashback,1.0
Pro account under review or payments not working,45,Revolut Pro features and cashback,0.0
How can I redeem my Pro Perks offers?,18,RevPoints earning and redemption,1.0
What is Pro Perks?,45,Revolut Pro features and cashback,0.9515
What are Pro Pockets?,27,Pockets and Spare Change Donations,0.573
Why was my document not accepted for Revolut Pro?,25,Identity verification documents,0.7656
Why was my URL not accepted for Revolut Pro?,45,Revolut Pro features and cashback,0.0
Where can I find my Revolut Pro account in-app?,45,Revolut Pro features and cashback,0.0
Who can use Revolut Pro and how do I get started?,45,Revolut Pro features and cashback,1.0
Accessing the Retail Web App,10,Logging in with phone number,1.0
What features are supported on the Web App?,12,Account security features,0.4762
Security and data privacy,29,Tax and national ID requirements,0.0
How do I close my account?,31,Joint account management,1.0
Getting started with AIR,42,Financial analytics dashboard,0.0
Getting started with Revolut,31,Joint account management,0.0
How to contact Revolut Support,4,Reporting vulnerable circumstances,1.0
Joint account card payments,31,Joint account management,0.7345
Managing joint account ownership,31,Joint account management,1.0
I want to close my Joint account,31,Joint account management,1.0
Your Joint account statement,31,Joint account management,1.0
Adding money to a Joint account,14,Bank transfers to Revolut,0.7093
Setting up a Joint account,31,Joint account management,0.5453
Joint account transfers,14,Bank transfers to Revolut,0.9128
Order a Joint account card,28,Ordering physical cards,0.7642
Getting started with Joint Savings,31,Joint account management,0.0
What happens if my joint account balance goes negative?,21,Declined card payments and balances,1.0
Revolut closed my joint account,31,Joint account management,0.8729
Difficulty logging in,10,Logging in with phone number,0.7254
Change passcode,10,Logging in with phone number,0.8051
I lost access to my passkey,10,Logging in with phone number,1.0
Duplicate account,31,Joint account management,0.5963
Log in with a new phone number,10,Logging in with phone number,0.8051
Lost or stolen device,10,Logging in with phone number,1.0
Sign in with face ID or fingerprint,10,Logging in with phone number,0.8825
What are passkeys?,10,Logging in with phone number,0.9745
Download your account confirmation,33,Download statements and documents,0.0
Download an account statement for a specific currency,33,Download statements and documents,1.0
How to download a card confirmation document,33,Download statements and documents,0.0
Download a cryptocurrency statement,33,Download statements and documents,1.0
Documents for a closed account ,10,Logging in with phone number,0.0
Get a Pockets statement,27,Pockets and Spare Change Donations,0.7403
Download transaction or top-up statement,33,Download statements and documents,1.0
Download statement of fees,33,Download statements and documents,1.0
How to download a subject access request document,33,Download statements and documents,0.0
How can I download trading statements and reports?,33,Download statements and documents,1.0
Why are my statement balance and in-app balance different?,16,Currency exchange and transfer fees,0.7991
What is the consolidated statement?,33,Download statements and documents,1.0
Cancelling your scheduled plan downgrade,20,Downgrading paid plans,0.7037
Downgrading your paid plan,20,Downgrading paid plans,0.7278
Paid plan downgrade fees ,20,Downgrading paid plans,0.6611
Changing your paid plan billing date,20,Downgrading paid plans,1.0
Managing your paid plan billing,20,Downgrading paid plans,1.0
Pay for your missed plan payment,20,Downgrading paid plans,1.0
Your paid plan subscription end date,20,Downgrading paid plans,0.6633
Next payment date for your paid plan,20,Downgrading paid plans,1.0
Paid plan payment status,20,Downgrading paid plans,1.0
Chess.com,11,Accessing plan partner subscriptions,1.0
ClassPass,11,Accessing plan partner subscriptions,0.7464
Financial Times,11,Accessing plan partner subscriptions,1.0
Freeletics,11,Accessing plan partner subscriptions,1.0
Headspace,11,Accessing plan partner subscriptions,1.0
Headway,11,Accessing plan partner subscriptions,0.4976
MasterClass,11,Accessing plan partner subscriptions,0.3179
NordVPN,11,Accessing plan partner subscriptions,0.285
Perplexity,11,Accessing plan partner subscriptions,0.2414
Picsart,11,Accessing plan partner subscriptions,1.0
How do I access a partner benefit?,11,Accessing plan partner subscriptions,0.0
Laundryheap,11,Accessing plan partner subscriptions,0.5679
What happens to my partner benefits if I change my plan?,20,Downgrading paid plans,0.0
What are partner benefits?,11,Accessing plan partner subscriptions,0.0
Sleep Cycle,11,Accessing plan partner subscriptions,0.3475
The Athletic,11,Accessing plan partner subscriptions,0.8792
Tinder,11,Accessing plan partner subscriptions,0.3594
Turo rewards,11,Accessing plan partner subscriptions,0.1729
Uber One,11,Accessing plan partner subscriptions,0.9834
WeWork,11,Accessing plan partner subscriptions,0.2435
Discounts for loyal customers,43,Gifting paid plans,0.9364
Promotional and free trials,20,Downgrading paid plans,0.5431
Order a paid plan card,28,Ordering physical cards,1.0
Metal plan,11,Accessing plan partner subscriptions,0.0
Plus plan,24,Cash withdrawal and exchange fees,0.0
Premium plan,43,Gifting paid plans,0.0
Standard plan,24,Cash withdrawal and exchange fees,0.0
Ultra plan,22,Cancel for any reason protection,0.0
Can I reopen my closed account?,31,Joint account management,0.0
Switching languages in the app,16,Currency exchange and transfer fees,0.9509
How do I manage notifications from Revolut?,10,Logging in with phone number,0.0
Trouble with mobile verification code,10,Logging in with phone number,0.0
Change my address,19,Account move to Revolut Bank,0.5067
Change my date of birth,10,Logging in with phone number,0.8051
Change my name,10,Logging in with phone number,0.4682
Change my phone number,10,Logging in with phone number,0.6553
Change or verify email address,10,Logging in with phone number,0.6643
Change my Revtag,10,Logging in with phone number,0.0
Update my tax information,29,Tax and national ID requirements,1.0
Source of funds,25,Identity verification documents,1.0
Upgrade my plan,20,Downgrading paid plans,0.9533
Accepted proof of address documents,25,Identity verification documents,1.0
Documents for the source of funds verification,25,Identity verification documents,0.9726
Verify my identity,25,Identity verification documents,1.0
How do I provide proof of address?,25,Identity verification documents,1.0
I'm unable to verify my identity,25,Identity verification documents,0.9499
Where you can sign up for Revolut,8,Supported currencies and cards,0.0
What is Revolut ID?,10,Logging in with phone number,0.5524
Managing a Revolut – Kids & Teens account,15,Kids and Teens Account Management,1.0
Revolut – Kids & Teens cards,15,Kids and Teens Account Management,0.3199
Revolut – Kids & Teens Earn,15,Kids and Teens Account Management,1.0
Revolut Kids & Teens Rewards,15,Kids and Teens Account Management,0.921
Revolut Kids & Teens Save,15,Kids and Teens Account Management,0.4466
Revolut – Kids & Teens payments,15,Kids and Teens Account Management,0.4518
Add money to or withdraw from Revolut Kids & Teens account,15,Kids and Teens Account Management,1.0
Forgotten passcode for a Kids & Teens account,10,Logging in with phone number,0.7369
Graduation to the main app,15,Kids and Teens Account Management,0.6454
Kids & Teens Instant Access Savings,15,Kids and Teens Account Management,0.428
Open a Revolut – Kids & Teens account,15,Kids and Teens Account Management,1.0
Revolut — Kids & Teens subscription bundles,15,Kids and Teens Account Management,0.1964
Request a Revolut – Kids & Teens virtual card,15,Kids and Teens Account Management,0.504
Revolut – Kids & Teens card management,15,Kids and Teens Account Management,0.3947
Revolut Kids & Teens Payment Links,15,Kids and Teens Account Management,0.754
Revolut - Kids & Teens Referrals,15,Kids and Teens Account Management,0.2405
Revolut - Kids & Teens statements,15,Kids and Teens Account Management,1.0
What if Revolut - Kids & Teens isn't available?,15,Kids and Teens Account Management,0.0
Is my private information safe?,12,Account security features,0.5769
When to put gambling controls in place,4,Reporting vulnerable circumstances,1.0
How does the gambling block work?,1,Reporting scams and fraud,0.6448
A refund or chargeback was sent to my closed account,9,Transfer status and processing times,0.5578
My account was restricted or closed,25,Identity verification documents,0.0
Report a fraudulent transfer,1,Reporting scams and fraud,1.0
What does Revolut use my data for?,25,Identity verification documents,0.0
How long will Revolut hold my data?,30,eSIM data plan setup,0.0
Personal data required to create a Revolut account,25,Identity verification documents,0.0
Hidden balance feature,12,Account security features,0.0
Why haven't I received my Referrals reward?,6,Referral purchase requirements,1.0
Referral reward smaller than expected,6,Referral purchase requirements,0.6089
How to complete all steps for Referrals reward,6,Referral purchase requirements,0.7091
How to complete 'Make purchases' step for Referrals reward,6,Referral purchase requirements,0.8157
Why hasn't my referrer received their Referrals reward?,6,Referral purchase requirements,1.0
How to add money for the Referrals reward,6,Referral purchase requirements,0.7901
Order a physical card for Referrals reward,28,Ordering physical cards,0.4849
Referrals reward requirements,6,Referral purchase requirements,0.9106
Conditions for the referral campaign,6,Referral purchase requirements,1.0
Completing the 'Make purchases' step,6,Referral purchase requirements,0.8411
Claiming special bonus offered by Revolut promotion,6,Referral purchase requirements,1.0
Missing reward from an influencer or brand signup,6,Referral purchase requirements,1.0
Promotional cashback,6,Referral purchase requirements,0.9388
Is physical card activation necessary before the deadline?,6,Referral purchase requirements,0.0
Is a physical card required for your friend's purchases?,6,Referral purchase requirements,0.7112
How can my friend order a physical card?,6,Referral purchase requirements,0.0
How to complete 'Add Money' step,6,Referral purchase requirements,0.6469
"My friend added money, but I still didn’t get the reward",6,Referral purchase requirements,0.8291
My friend hasn’t received the card. Will I get my reward?,6,Referral purchase requirements,0.3905
"My friend made 3 purchases, but I didn’t get the reward",6,Referral purchase requirements,0.6868
"My friend ordered a card, but I didn’t get the reward. Why?",28,Ordering physical cards,0.5866
What are the requirements for 3 purchases?,6,Referral purchase requirements,0.57
What are the requirements to get a Referrals reward?,6,Referral purchase requirements,0.5493
Why did I receive a smaller reward for a Referral than you advertised in the app?,6,Referral purchase requirements,0.537
