title,topic_id,llm_label,probability
Documents needed for an Ultra trip and event cancellation protection claim,1,Travel insurance trip coverage,1.0
What is a trip?,1,Travel insurance trip coverage,0.6667
What is an event?,1,Travel insurance trip coverage,0.5734
Who provides Ultra trip and event cancellation protection?,1,Travel insurance trip coverage,0.6624
How do I link an external account to Revolut?,0,Managing account balances and transfers,1.0
Manage my external linked accounts in Revolut,0,Managing account balances and transfers,1.0
Can I accept multiple paid plan gifts?,0,Managing account balances and transfers,1.0
Gifting a paid plan,0,Managing account balances and transfers,1.0
How to share your birthday on Revolut,0,Managing account balances and transfers,1.0
Receiving paid plan gifts,0,Managing account balances and transfers,1.0
Sending paid plan gifts,0,Managing account balances and transfers,1.0
What happens once the gifted paid plan duration ends?,0,Managing account balances and transfers,1.0
Earning interest with Savings,0,Managing account balances and transfers,0.7611
Getting started with Savings,0,Managing account balances and transfers,0.7848
How to calculate interest on Savings accounts,0,Managing account balances and transfers,0.766
How is interest calculated on tiered Instant Access Savings?,0,Managing account balances and transfers,0.7616
Rate decrease on my Instant Access Savings,0,Managing account balances and transfers,0.7525
Why is my withdrawal pending?,0,Managing account balances and transfers,1.0
Savings Challenge,0,Managing account balances and transfers,0.6903
Instant Access Savings promotion,0,Managing account balances and transfers,0.7131
Tax on Savings,0,Managing account balances and transfers,1.0
How are the funds in my Savings accounts protected?,0,Managing account balances and transfers,0.8516
Why was my Savings Accounts restricted or closed?,0,Managing account balances and transfers,1.0
Add money to your savings account,0,Managing account balances and transfers,1.0
Close my Savings account,0,Managing account balances and transfers,1.0
Withdraw from your Savings account,0,Managing account balances and transfers,1.0
Documents and statements for my Savings accounts,0,Managing account balances and transfers,1.0
Cover for cancelled and interrupted trips,1,Travel insurance trip coverage,0.7813
Do I have to pay for my trip using my Revolut account?,1,Travel insurance trip coverage,0.8111
Claiming after Premium travel insurance removal,1,Travel insurance trip coverage,0.8754
Does moving home impact my travel insurance?,1,Travel insurance trip coverage,0.7183
Travel insurance coverage,1,Travel insurance trip coverage,1.0
Travel insurance for areas affected by conflict,1,Travel insurance trip coverage,0.8145
Close a Pocket,0,Managing account balances and transfers,1.0
How do I manage a Group Pocket?,0,Managing account balances and transfers,1.0
Adding money to Pockets,0,Managing account balances and transfers,1.0
Withdrawing from Pockets,0,Managing account balances and transfers,1.0
Spare change round ups,0,Managing account balances and transfers,1.0
I can't find my Vaults,0,Managing account balances and transfers,1.0
How to link a card to a Pocket and manage it,0,Managing account balances and transfers,1.0
Getting started with Pockets,0,Managing account balances and transfers,1.0
What if I don't have enough money in my bills Pocket?,0,Managing account balances and transfers,1.0
What is Revolut Pay?,0,Managing account balances and transfers,1.0
How to withdraw cash from an ATM,0,Managing account balances and transfers,1.0
Fees for cash withdrawals,0,Managing account balances and transfers,1.0
My card payment is pending,0,Managing account balances and transfers,1.0
How to disable RevPoints spare change?,0,Managing account balances and transfers,1.0
Why did my payment amount change?,0,Managing account balances and transfers,1.0
Fees for card payments in a foreign currency,0,Managing account balances and transfers,1.0
Setting a monthly spending limit,0,Managing account balances and transfers,1.0
How do regulatory limits affect my usage?,0,Managing account balances and transfers,1.0
Am I eligible for Apple Pay?,0,Managing account balances and transfers,1.0
Am I eligible for Google Pay?,0,Managing account balances and transfers,1.0
Payment limits when using Apple Pay or Google Pay,0,Managing account balances and transfers,1.0
Decline reasons on Apple Pay and Google Pay,0,Managing account balances and transfers,1.0
Setting up Apple Pay,0,Managing account balances and transfers,1.0
Setting up Google Pay,0,Managing account balances and transfers,1.0
Where can I pay with Apple Pay or Google Pay?,0,Managing account balances and transfers,1.0
How do I block and unblock a merchant?,0,Managing account balances and transfers,1.0
What currencies are supported for spending?,0,Managing account balances and transfers,1.0
Card payment fees and limits,0,Managing account balances and transfers,1.0
Card verification and pre-authorisation,0,Managing account balances and transfers,1.0
What is Dynamic Currency Conversion (DCC)?,0,Managing account balances and transfers,1.0
Which merchants are not supported by Revolut?,0,Managing account balances and transfers,1.0
What is a virtual card?,0,Managing account balances and transfers,1.0
My virtual card is not working,0,Managing account balances and transfers,1.0
Problems with my card PIN,0,Managing account balances and transfers,1.0
Why was my card payment declined if I have enough funds?,0,Managing account balances and transfers,1.0
What is 3D Secure?,0,Managing account balances and transfers,1.0
Delayed (offline) card payments,0,Managing account balances and transfers,1.0
Where can I use my Revolut card?,0,Managing account balances and transfers,1.0
Am I eligible for Click to Pay?,0,Managing account balances and transfers,1.0
How do I add cards to Click to Pay?,0,Managing account balances and transfers,1.0
How can I remove my card from Click to Pay?,0,Managing account balances and transfers,1.0
What is Click to Pay?,0,Managing account balances and transfers,1.0
Why is my card added to Click to Pay not shown at checkout?,0,Managing account balances and transfers,1.0
Declined card payment isn't visible,0,Managing account balances and transfers,1.0
My card payment was declined by the security system,0,Managing account balances and transfers,1.0
What is the location-based security feature?,0,Managing account balances and transfers,1.0
My card payment was declined,0,Managing account balances and transfers,1.0
Why has my card payment been reverted?,0,Managing account balances and transfers,1.0
Report a card payment as a scam or fraud,0,Managing account balances and transfers,1.0
Card security settings,0,Managing account balances and transfers,1.0
Freeze a card,0,Managing account balances and transfers,1.0
How to cancel a dispute,0,Managing account balances and transfers,1.0
Dispute a card payment,0,Managing account balances and transfers,1.0
Dispute process and timelines,0,Managing account balances and transfers,1.0
Update on my chargeback case,0,Managing account balances and transfers,1.0
Problems with a refund,0,Managing account balances and transfers,1.0
Revolut Chrome Extension,0,Managing account balances and transfers,1.0
How to withdraw a foreign currency,0,Managing account balances and transfers,1.0
Limits for using my card abroad,0,Managing account balances and transfers,1.0
Tips for spending in a foreign currency,0,Managing account balances and transfers,1.0
What currency will I be charged in?,0,Managing account balances and transfers,1.0
Manage subscription payments to merchants,0,Managing account balances and transfers,1.0
Report a fraudulent ATM withdrawal,0,Managing account balances and transfers,1.0
When does my ATM withdrawal limit reset?,0,Managing account balances and transfers,1.0
Why is my ATM withdrawal pending?,0,Managing account balances and transfers,1.0
Why was my ATM withdrawal declined?,0,Managing account balances and transfers,1.0
Activate a physical card,0,Managing account balances and transfers,1.0
Reactivate a card,0,Managing account balances and transfers,1.0
I can't add my card to Apple Pay,0,Managing account balances and transfers,1.0
My card was stolen. What should I do?,0,Managing account balances and transfers,1.0
The name on my card is incorrect,0,Managing account balances and transfers,1.0
Why is my Apple Pay card number different from my Revolut's?,0,Managing account balances and transfers,1.0
My card has been swallowed by an ATM,0,Managing account balances and transfers,1.0
Why aren’t my contactless payments working?,0,Managing account balances and transfers,1.0
My single-use virtual card isn't working,0,Managing account balances and transfers,1.0
My physical card isn't working,0,Managing account balances and transfers,1.0
What should I do if my card is expiring soon?,0,Managing account balances and transfers,1.0
Can I cancel or edit a card order?,0,Managing account balances and transfers,1.0
Can I choose between Mastercard and Visa?,0,Managing account balances and transfers,1.0
Maximum active cards,0,Managing account balances and transfers,1.0
What are the fees for ordering a card?,0,Managing account balances and transfers,1.0
Creating a virtual card,0,Managing account balances and transfers,1.0
I ordered a card and it didn't arrive,0,Managing account balances and transfers,1.0
Card customisation,0,Managing account balances and transfers,1.0
How does the Clear Sky debit card support Ukraine?,0,Managing account balances and transfers,1.0
Order a physical card,0,Managing account balances and transfers,1.0
How do I get the Clear Sky debit card?,0,Managing account balances and transfers,1.0
What is a special edition card?,0,Managing account balances and transfers,1.0
What card brands and types can I get?,0,Managing account balances and transfers,1.0
Finding the card PIN,0,Managing account balances and transfers,1.0
Linking an existing card,0,Managing account balances and transfers,1.0
Can I order my card to a different address?,0,Managing account balances and transfers,1.0
How do I use a Revolut virtual card?,0,Managing account balances and transfers,1.0
I received a card that I had marked as undelivered,0,Managing account balances and transfers,1.0
I found my lost card,0,Managing account balances and transfers,1.0
My card has been used fraudulently,0,Managing account balances and transfers,1.0
Glossary of onboarding terms,0,Managing account balances and transfers,1.0
Manage scheduled transfers,0,Managing account balances and transfers,1.0
More help with a scheduled transfer,0,Managing account balances and transfers,1.0
Schedule a transfer,0,Managing account balances and transfers,1.0
Cash withdrawal limits and fees,0,Managing account balances and transfers,1.0
Getting started with Pet Insurance,1,Travel insurance trip coverage,0.5573
How do I make a protection insurance claim?,1,Travel insurance trip coverage,1.0
What's the excess for purchase insurance claims?,1,Travel insurance trip coverage,0.967
Submitting documents for a purchase insurance claim,1,Travel insurance trip coverage,1.0
Is my mobile device covered by Revolut purchase protection?,1,Travel insurance trip coverage,0.9382
Getting started with purchase insurance,1,Travel insurance trip coverage,0.9668
What's not covered under purchase insurance?,1,Travel insurance trip coverage,0.7595
What items are eligible for purchase insurance?,1,Travel insurance trip coverage,0.7444
Getting an update on an everyday protection claim,1,Travel insurance trip coverage,1.0
Who provides Revolut's everyday protection insurance?,1,Travel insurance trip coverage,0.9895
Purchase protection coverage,1,Travel insurance trip coverage,0.9065
Refund protection coverage,1,Travel insurance trip coverage,0.9356
Event ticket cancellation protection coverage,1,Travel insurance trip coverage,0.7512
Getting started with travel insurance,1,Travel insurance trip coverage,1.0
What is the excess for travel insurance claims?,1,Travel insurance trip coverage,0.9294
Trips covered by travel insurance,1,Travel insurance trip coverage,1.0
Why is my travel insurance coverage ending?,1,Travel insurance trip coverage,1.0
Submitting documents for a travel insurance claim,1,Travel insurance trip coverage,1.0
How can I view my travel insurance policy documents?,1,Travel insurance trip coverage,0.9108
How do I get an update on my existing claim?,1,Travel insurance trip coverage,0.8467
How do I make a travel insurance claim?,1,Travel insurance trip coverage,0.7135
Emergency medical assistance abroad,1,Travel insurance trip coverage,0.9261
Cover for car hire excess,1,Travel insurance trip coverage,1.0
Cover for delayed trips,1,Travel insurance trip coverage,1.0
"Cover for damaged, lost, or delayed baggage",1,Travel insurance trip coverage,1.0
Cover for medical expenses abroad,1,Travel insurance trip coverage,1.0
Cover for sports and activities,1,Travel insurance trip coverage,1.0
Who is covered by travel insurance?,1,Travel insurance trip coverage,1.0
Who is Revolut's travel insurance provider?,1,Travel insurance trip coverage,1.0
How do I cancel my Pet Insurance policy?,1,Travel insurance trip coverage,0.5205
How to make a Pet Insurance claim,1,Travel insurance trip coverage,0.5785
Pet Insurance payments and renewals,1,Travel insurance trip coverage,0.5219
How do I complain about my pet insurance?,1,Travel insurance trip coverage,0.4148
How can I view or manage my Revolut Pet Insurance policy?,1,Travel insurance trip coverage,0.5676
Free 24/7 FirstVet Video Consultations,1,Travel insurance trip coverage,0.4878
Who are Revolut Pet Insurance?,1,Travel insurance trip coverage,0.4558
What are the main pet insurance policy conditions I should be aware of?,1,Travel insurance trip coverage,0.5975
Can I cancel an Airport Fast Track pass? ,0,Managing account balances and transfers,1.0
How do I purchase an Airport Fast Track pass?,0,Managing account balances and transfers,1.0
How do I use my airport fast track pass?,0,Managing account balances and transfers,1.0
Reasons you can trust Revolut,0,Managing account balances and transfers,0.9123
Can I contact Revolut using a Power of Attorney?,0,Managing account balances and transfers,1.0
Media enquiries,0,Managing account balances and transfers,1.0
Revolut Business,0,Managing account balances and transfers,1.0
Work at Revolut,0,Managing account balances and transfers,1.0
Difference between limited and full access to the web app,0,Managing account balances and transfers,1.0
Does Revolut offer services in Russia?,0,Managing account balances and transfers,1.0
Reporting vulnerable circumstances to Revolut,0,Managing account balances and transfers,1.0
How do I share feedback with Revolut?,0,Managing account balances and transfers,1.0
I lost access to a device my passkey is stored on,0,Managing account balances and transfers,1.0
How can I file a complaint?,0,Managing account balances and transfers,1.0
Learn about my rights when making payments in Europe,0,Managing account balances and transfers,1.0
Public Figure Check - More Information,0,Managing account balances and transfers,1.0
What is my tax residence?,0,Managing account balances and transfers,0.8179
What happens if the Revolut account holder passes away?,0,Managing account balances and transfers,1.0
Which Revolut companies provide me with services?,0,Managing account balances and transfers,0.9885
How can I improve my financial health?,0,Managing account balances and transfers,0.959
How can I share sensitive information with Revolut?,0,Managing account balances and transfers,1.0
Support if you are experiencing financial difficulties,0,Managing account balances and transfers,0.8847
What gambling support is available?,0,Managing account balances and transfers,0.8611
Where can I get help and advice on financial abuse?,0,Managing account balances and transfers,0.8479
Where can I get help if I'm worried about my mental health?,0,Managing account balances and transfers,0.8462
When will Revolut credit be available in my country?,0,Managing account balances and transfers,1.0
What is Revolut Pro and is it free?,0,Managing account balances and transfers,1.0
Cancel a transaction on the Revolut Terminal,0,Managing account balances and transfers,1.0
Cards and contactless payments with Revolut Terminals,0,Managing account balances and transfers,1.0
Failed payments on the Revolut Terminal,0,Managing account balances and transfers,1.0
How do I order a Revolut Terminal?,0,Managing account balances and transfers,1.0
How do I log in to my Revolut Terminal?,0,Managing account balances and transfers,1.0
eSIM on Revolut Terminals,0,Managing account balances and transfers,1.0
I'm having trouble using my Revolut Terminal,0,Managing account balances and transfers,1.0
Sales using a Revolut Pro product catalogue,0,Managing account balances and transfers,1.0
Edit the time on my Revolut Terminal,0,Managing account balances and transfers,0.9884
Warranty on Revolut Terminals,0,Managing account balances and transfers,1.0
What are Revolut Terminals?,0,Managing account balances and transfers,1.0
When will I receive my Revolut Terminal?,0,Managing account balances and transfers,1.0
Failed payment on Tap to Pay on iPhone,0,Managing account balances and transfers,1.0
Can I accept payments with Revolut Pro?,0,Managing account balances and transfers,1.0
How much does it cost to accept payments with Revolut Pro?,0,Managing account balances and transfers,1.0
What are Payment Links and how do I use them?,0,Managing account balances and transfers,1.0
When do payments arrive in my Pro account?,0,Managing account balances and transfers,1.0
Install the Shopify plugin for Revolut Pro,0,Managing account balances and transfers,1.0
Revolut Pro invoices,0,Managing account balances and transfers,1.0
Warranty on the Revolut Reader,0,Managing account balances and transfers,1.0
What is Revolut Reader and how do I use it?,0,Managing account balances and transfers,1.0
Using Tap to Pay on iPhone to take payments,0,Managing account balances and transfers,1.0
Why should I accept payments with Revolut Pro?,0,Managing account balances and transfers,1.0
How do I add funds to my Pro account?,0,Managing account balances and transfers,1.0
How to close a Revolut Pro account,0,Managing account balances and transfers,1.0
Difference between Revolut Pro and Revolut Business,0,Managing account balances and transfers,1.0
How to set up Direct Debits in Pro,0,Managing account balances and transfers,1.0
What features are available with Revolut Pro?,0,Managing account balances and transfers,1.0
How do I move money out of my Revolut Pro account?,0,Managing account balances and transfers,1.0
Order a Revolut Pro card,0,Managing account balances and transfers,1.0
How does Revolut Pro cashback work and how can I boost it?,0,Managing account balances and transfers,1.0
Pro account under review or payments not working,0,Managing account balances and transfers,1.0
How can I redeem my Pro Perks offers?,0,Managing account balances and transfers,1.0
What is Pro Perks?,0,Managing account balances and transfers,1.0
What are Pro Pockets?,0,Managing account balances and transfers,1.0
Why was my document not accepted for Revolut Pro?,0,Managing account balances and transfers,1.0
Why was my URL not accepted for Revolut Pro?,0,Managing account balances and transfers,1.0
Where can I find my Revolut Pro account in-app?,0,Managing account balances and transfers,1.0
Who can use Revolut Pro and how do I get started?,0,Managing account balances and transfers,1.0
Accessing the Retail Web App,0,Managing account balances and transfers,1.0
What features are supported on the Web App?,0,Managing account balances and transfers,1.0
Security and data privacy,0,Managing account balances and transfers,1.0
How do I close my account?,0,Managing account balances and transfers,1.0
Getting started with AIR,0,Managing account balances and transfers,1.0
Getting started with Revolut,0,Managing account balances and transfers,1.0
How to contact Revolut Support,0,Managing account balances and transfers,1.0
Joint account card payments,0,Managing account balances and transfers,1.0
Managing joint account ownership,0,Managing account balances and transfers,1.0
I want to close my Joint account,0,Managing account balances and transfers,1.0
Your Joint account statement,0,Managing account balances and transfers,1.0
Adding money to a Joint account,0,Managing account balances and transfers,1.0
Setting up a Joint account,0,Managing account balances and transfers,1.0
Joint account transfers,0,Managing account balances and transfers,1.0
Order a Joint account card,0,Managing account balances and transfers,1.0
Getting started with Joint Savings,0,Managing account balances and transfers,0.9856
What happens if my joint account balance goes negative?,0,Managing account balances and transfers,1.0
Revolut closed my joint account,0,Managing account balances and transfers,1.0
Difficulty logging in,0,Managing account balances and transfers,1.0
Change passcode,0,Managing account balances and transfers,1.0
I lost access to my passkey,0,Managing account balances and transfers,1.0
Duplicate account,0,Managing account balances and transfers,1.0
Log in with a new phone number,0,Managing account balances and transfers,1.0
Lost or stolen device,0,Managing account balances and transfers,1.0
Sign in with face ID or fingerprint,0,Managing account balances and transfers,1.0
What are passkeys?,0,Managing account balances and transfers,1.0
Download your account confirmation,0,Managing account balances and transfers,1.0
Download an account statement for a specific currency,0,Managing account balances and transfers,1.0
How to download a card confirmation document,0,Managing account balances and transfers,1.0
Download a cryptocurrency statement,0,Managing account balances and transfers,1.0
Documents for a closed account ,0,Managing account balances and transfers,1.0
Get a Pockets statement,0,Managing account balances and transfers,0.9916
Download transaction or top-up statement,0,Managing account balances and transfers,1.0
Download statement of fees,0,Managing account balances and transfers,1.0
How to download a subject access request document,0,Managing account balances and transfers,1.0
How can I download trading statements and reports?,0,Managing account balances and transfers,1.0
Why are my statement balance and in-app balance different?,0,Managing account balances and transfers,1.0
What is the consolidated statement?,0,Managing account balances and transfers,1.0
Cancelling your scheduled plan downgrade,0,Managing account balances and transfers,1.0
Downgrading your paid plan,0,Managing account balances and transfers,1.0
Paid plan downgrade fees ,0,Managing account balances and transfers,1.0
Changing your paid plan billing date,0,Managing account balances and transfers,1.0
Managing your paid plan billing,0,Managing account balances and transfers,1.0
Pay for your missed plan payment,0,Managing account balances and transfers,1.0
Your paid plan subscription end date,0,Managing account balances and transfers,1.0
Next payment date for your paid plan,0,Managing account balances and transfers,1.0
Paid plan payment status,0,Managing account balances and transfers,1.0
Chess.com,2,Accessing plan benefits,1.0
ClassPass,2,Accessing plan benefits,1.0
Financial Times,2,Accessing plan benefits,1.0
Freeletics,2,Accessing plan benefits,1.0
Headspace,2,Accessing plan benefits,1.0
Headway,2,Accessing plan benefits,1.0
MasterClass,2,Accessing plan benefits,1.0
NordVPN,2,Accessing plan benefits,0.8367
Perplexity,2,Accessing plan benefits,1.0
Picsart,2,Accessing plan benefits,1.0
How do I access a partner benefit?,0,Managing account balances and transfers,1.0
Laundryheap,2,Accessing plan benefits,1.0
What happens to my partner benefits if I change my plan?,0,Managing account balances and transfers,1.0
What are partner benefits?,0,Managing account balances and transfers,1.0
Sleep Cycle,2,Accessing plan benefits,1.0
The Athletic,2,Accessing plan benefits,1.0
Tinder,2,Accessing plan benefits,1.0
Turo rewards,2,Accessing plan benefits,0.7916
Uber One,2,Accessing plan benefits,1.0
WeWork,2,Accessing plan benefits,1.0
Discounts for loyal customers,0,Managing account balances and transfers,1.0
Promotional and free trials,0,Managing account balances and transfers,1.0
Order a paid plan card,0,Managing account balances and transfers,1.0
Metal plan,0,Managing account balances and transfers,1.0
Plus plan,0,Managing account balances and transfers,1.0
Premium plan,0,Managing account balances and transfers,1.0
Standard plan,0,Managing account balances and transfers,1.0
Ultra plan,0,Managing account balances and transfers,1.0
Can I reopen my closed account?,0,Managing account balances and transfers,1.0
Switching languages in the app,0,Managing account balances and transfers,1.0
How do I manage notifications from Revolut?,0,Managing account balances and transfers,1.0
Trouble with mobile verification code,0,Managing account balances and transfers,0.8883
Change my address,0,Managing account balances and transfers,1.0
Change my date of birth,0,Managing account balances and transfers,1.0
Change my name,0,Managing account balances and transfers,1.0
Change my phone number,0,Managing account balances and transfers,1.0
Change or verify email address,0,Managing account balances and transfers,1.0
Change my Revtag,0,Managing account balances and transfers,1.0
Update my tax information,0,Managing account balances and transfers,0.8091
Source of funds,0,Managing account balances and transfers,1.0
Upgrade my plan,0,Managing account balances and transfers,1.0
Accepted proof of address documents,0,Managing account balances and transfers,1.0
Documents for the source of funds verification,0,Managing account balances and transfers,1.0
Verify my identity,0,Managing account balances and transfers,1.0
How do I provide proof of address?,0,Managing account balances and transfers,1.0
I'm unable to verify my identity,0,Managing account balances and transfers,1.0
Where you can sign up for Revolut,0,Managing account balances and transfers,0.922
What is Revolut ID?,0,Managing account balances and transfers,1.0
Managing a Revolut – Kids & Teens account,0,Managing account balances and transfers,1.0
Revolut – Kids & Teens cards,0,Managing account balances and transfers,1.0
Revolut – Kids & Teens Earn,0,Managing account balances and transfers,1.0
Revolut Kids & Teens Rewards,0,Managing account balances and transfers,1.0
Revolut Kids & Teens Save,0,Managing account balances and transfers,1.0
Revolut – Kids & Teens payments,0,Managing account balances and transfers,1.0
Add money to or withdraw from Revolut Kids & Teens account,0,Managing account balances and transfers,1.0
Forgotten passcode for a Kids & Teens account,0,Managing account balances and transfers,1.0
Graduation to the main app,0,Managing account balances and transfers,1.0
Kids & Teens Instant Access Savings,0,Managing account balances and transfers,1.0
Open a Revolut – Kids & Teens account,0,Managing account balances and transfers,1.0
Revolut — Kids & Teens subscription bundles,0,Managing account balances and transfers,1.0
Request a Revolut – Kids & Teens virtual card,0,Managing account balances and transfers,1.0
Revolut – Kids & Teens card management,0,Managing account balances and transfers,1.0
Revolut Kids & Teens Payment Links,0,Managing account balances and transfers,1.0
Revolut - Kids & Teens Referrals,0,Managing account balances and transfers,1.0
Revolut - Kids & Teens statements,0,Managing account balances and transfers,1.0
What if Revolut - Kids & Teens isn't available?,0,Managing account balances and transfers,0.9418
Is my private information safe?,0,Managing account balances and transfers,1.0
When to put gambling controls in place,0,Managing account balances and transfers,0.9001
How does the gambling block work?,0,Managing account balances and transfers,1.0
A refund or chargeback was sent to my closed account,0,Managing account balances and transfers,1.0
My account was restricted or closed,0,Managing account balances and transfers,1.0
Report a fraudulent transfer,0,Managing account balances and transfers,1.0
What does Revolut use my data for?,0,Managing account balances and transfers,1.0
How long will Revolut hold my data?,0,Managing account balances and transfers,1.0
Personal data required to create a Revolut account,0,Managing account balances and transfers,1.0
Hidden balance feature,0,Managing account balances and transfers,1.0
Why haven't I received my Referrals reward?,0,Managing account balances and transfers,1.0
Referral reward smaller than expected,0,Managing account balances and transfers,1.0
How to complete all steps for Referrals reward,0,Managing account balances and transfers,1.0
How to complete 'Make purchases' step for Referrals reward,0,Managing account balances and transfers,1.0
Why hasn't my referrer received their Referrals reward?,0,Managing account balances and transfers,1.0
How to add money for the Referrals reward,0,Managing account balances and transfers,1.0
Order a physical card for Referrals reward,0,Managing account balances and transfers,1.0
Referrals reward requirements,0,Managing account balances and transfers,1.0
Conditions for the referral campaign,0,Managing account balances and transfers,1.0
Completing the 'Make purchases' step,0,Managing account balances and transfers,1.0
Claiming special bonus offered by Revolut promotion,0,Managing account balances and transfers,1.0
Missing reward from an influencer or brand signup,0,Managing account balances and transfers,1.0
Promotional cashback,0,Managing account balances and transfers,1.0
Is physical card activation necessary before the deadline?,0,Managing account balances and transfers,1.0
Is a physical card required for your friend's purchases?,0,Managing account balances and transfers,1.0
How can my friend order a physical card?,0,Managing account balances and transfers,1.0
How to complete 'Add Money' step,0,Managing account balances and transfers,1.0
"My friend added money, but I still didn’t get the reward",0,Managing account balances and transfers,1.0
My friend hasn’t received the card. Will I get my reward?,0,Managing account balances and transfers,1.0
"My friend made 3 purchases, but I didn’t get the reward",0,Managing account balances and transfers,1.0
"My friend ordered a card, but I didn’t get the reward. Why?",0,Managing account balances and transfers,1.0
What are the requirements for 3 purchases?,0,Managing account balances and transfers,1.0
What are the requirements to get a Referrals reward?,0,Managing account balances and transfers,1.0
Why did I receive a smaller reward for a Referral than you advertised in the app?,0,Managing account balances and transfers,1.0
What is Airline Miles?,0,Managing account balances and transfers,1.0
Linking your airline loyalty account,0,Managing account balances and transfers,1.0
