title,topic_id
Purchase protection coverage,1
Refund protection coverage,1
Event ticket cancellation protection coverage,1
Getting started with travel insurance,1
What is the excess for travel insurance claims?,1
Trips covered by travel insurance,1
Why is my travel insurance coverage ending?,1
Submitting documents for a travel insurance claim,1
How can I view my travel insurance policy documents?,1
How do I get an update on my existing claim?,1
How do I make a travel insurance claim?,1
Emergency medical assistance abroad,1
Cover for car hire excess,1
Cover for delayed trips,1
"Cover for damaged, lost, or delayed baggage",1
Cover for medical expenses abroad,1
Cover for sports and activities,1
Who is covered by travel insurance?,1
Who is Revolut's travel insurance provider?,1
How do I cancel my Pet Insurance policy?,1
How to make a Pet Insurance claim,1
Pet Insurance payments and renewals,1
How do I complain about my pet insurance?,1
How can I view or manage my Revolut Pet Insurance policy?,1
Free 24/7 FirstVet Video Consultations,1
Who are Revolut Pet Insurance?,1
What are the main pet insurance policy conditions I should be aware of?,1
Can I cancel an Airport Fast Track pass? ,0
How do I purchase an Airport Fast Track pass?,0
How do I use my airport fast track pass?,0
Reasons you can trust Revolut,0
Can I contact Revolut using a Power of Attorney?,0
Media enquiries,0
Revolut Business,0
Work at Revolut,0
Difference between limited and full access to the web app,0
Does Revolut offer services in Russia?,0
Reporting vulnerable circumstances to Revolut,0
How do I share feedback with Revolut?,0
I lost access to a device my passkey is stored on,0
How can I file a complaint?,0
Learn about my rights when making payments in Europe,0
Public Figure Check - More Information,0
What is my tax residence?,0
What happens if the Revolut account holder passes away?,0
Which Revolut companies provide me with services?,0
How can I improve my financial health?,0
How can I share sensitive information with Revolut?,0
Support if you are experiencing financial difficulties,0
What gambling support is available?,0
Where can I get help and advice on financial abuse?,0
Where can I get help if I'm worried about my mental health?,0
When will Revolut credit be available in my country?,0
What is Revolut Pro and is it free?,0
Cancel a transaction on the Revolut Terminal,0
Cards and contactless payments with Revolut Terminals,0
Failed payments on the Revolut Terminal,0
How do I order a Revolut Terminal?,0
How do I log in to my Revolut Terminal?,0
eSIM on Revolut Terminals,0
I'm having trouble using my Revolut Terminal,0
Sales using a Revolut Pro product catalogue,0
Edit the time on my Revolut Terminal,0
Warranty on Revolut Terminals,0
What are Revolut Terminals?,0
When will I receive my Revolut Terminal?,0
Failed payment on Tap to Pay on iPhone,0
Can I accept payments with Revolut Pro?,0
How much does it cost to accept payments with Revolut Pro?,0
What are Payment Links and how do I use them?,0
When do payments arrive in my Pro account?,0
Install the Shopify plugin for Revolut Pro,0
Revolut Pro invoices,0
Warranty on the Revolut Reader,0
What is Revolut Reader and how do I use it?,0
Using Tap to Pay on iPhone to take payments,0
Why should I accept payments with Revolut Pro?,0
How do I add funds to my Pro account?,0
How to close a Revolut Pro account,0
Difference between Revolut Pro and Revolut Business,0
How to set up Direct Debits in Pro,0
What features are available with Revolut Pro?,0
How do I move money out of my Revolut Pro account?,0
Order a Revolut Pro card,0
How does Revolut Pro cashback work and how can I boost it?,0
Pro account under review or payments not working,0
How can I redeem my Pro Perks offers?,0
What is Pro Perks?,0
What are Pro Pockets?,0
Why was my document not accepted for Revolut Pro?,0
Why was my URL not accepted for Revolut Pro?,0
Where can I find my Revolut Pro account in-app?,0
Who can use Revolut Pro and how do I get started?,0
Accessing the Retail Web App,0
What features are supported on the Web App?,0
Security and data privacy,0
How do I close my account?,0
Getting started with AIR,0
Getting started with Revolut,0
How to contact Revolut Support,0
Joint account card payments,0
Managing joint account ownership,0
I want to close my Joint account,0
Your Joint account statement,0
Adding money to a Joint account,0
Setting up a Joint account,0
Joint account transfers,0
Order a Joint account card,0
Getting started with Joint Savings,0
What happens if my joint account balance goes negative?,0
Revolut closed my joint account,0
Difficulty logging in,0
Change passcode,0
I lost access to my passkey,0
Duplicate account,0
Log in with a new phone number,0
Lost or stolen device,0
Sign in with face ID or fingerprint,0
What are passkeys?,0
Download your account confirmation,0
Download an account statement for a specific currency,0
How to download a card confirmation document,0
Download a cryptocurrency statement,0
Documents for a closed account ,0
Get a Pockets statement,0
Download transaction or top-up statement,0
Download statement of fees,0
How to download a subject access request document,0
How can I download trading statements and reports?,0
Why are my statement balance and in-app balance different?,0
What is the consolidated statement?,0
Cancelling your scheduled plan downgrade,0
Downgrading your paid plan,0
Paid plan downgrade fees ,0
Changing your paid plan billing date,0
Managing your paid plan billing,0
Pay for your missed plan payment,0
Your paid plan subscription end date,0
Next payment date for your paid plan,0
Paid plan payment status,0
Chess.com,-1
ClassPass,-1
Financial Times,-1
Freeletics,-1
Headspace,-1
Headway,-1
MasterClass,-1
NordVPN,-1
Perplexity,-1
Picsart,-1
How do I access a partner benefit?,0
Laundryheap,-1
What happens to my partner benefits if I change my plan?,0
What are partner benefits?,0
Sleep Cycle,-1
The Athletic,-1
Tinder,-1
Turo rewards,-1
Uber One,-1
WeWork,-1
Discounts for loyal customers,0
Promotional and free trials,0
Order a paid plan card,0
Metal plan,0
Plus plan,0
Premium plan,0
Standard plan,0
Ultra plan,0
Can I reopen my closed account?,0
Switching languages in the app,0
How do I manage notifications from Revolut?,0
Trouble with mobile verification code,0
Change my address,0
Change my date of birth,0
Change my name,0
Change my phone number,0
Change or verify email address,0
Change my Revtag,0
Update my tax information,0
Source of funds,0
Upgrade my plan,0
Accepted proof of address documents,0
Documents for the source of funds verification,0
Verify my identity,0
How do I provide proof of address?,0
I'm unable to verify my identity,0
Where you can sign up for Revolut,0
What is Revolut ID?,0
Managing a Revolut – Kids & Teens account,0
Revolut – Kids & Teens cards,0
Revolut – Kids & Teens Earn,0
Revolut Kids & Teens Rewards,0
Revolut Kids & Teens Save,0
Revolut – Kids & Teens payments,0
Add money to or withdraw from Revolut Kids & Teens account,0
Forgotten passcode for a Kids & Teens account,0
Graduation to the main app,0
Kids & Teens Instant Access Savings,0
Open a Revolut – Kids & Teens account,0
Revolut — Kids & Teens subscription bundles,0
Request a Revolut – Kids & Teens virtual card,0
Revolut – Kids & Teens card management,0
Revolut Kids & Teens Payment Links,0
Revolut - Kids & Teens Referrals,0
Revolut - Kids & Teens statements,0
What if Revolut - Kids & Teens isn't available?,0
Is my private information safe?,0
When to put gambling controls in place,0
How does the gambling block work?,0
A refund or chargeback was sent to my closed account,0
My account was restricted or closed,0
Report a fraudulent transfer,0
What does Revolut use my data for?,0
How long will Revolut hold my data?,0
Personal data required to create a Revolut account,0
Hidden balance feature,0
Why haven't I received my Referrals reward?,0
Referral reward smaller than expected,0
How to complete all steps for Referrals reward,0
How to complete 'Make purchases' step for Referrals reward,0
Why hasn't my referrer received their Referrals reward?,0
How to add money for the Referrals reward,0
Order a physical card for Referrals reward,0
Referrals reward requirements,0
Conditions for the referral campaign,0
Completing the 'Make purchases' step,0
Claiming special bonus offered by Revolut promotion,0
Missing reward from an influencer or brand signup,0
Promotional cashback,0
Is physical card activation necessary before the deadline?,0
Is a physical card required for your friend's purchases?,0
How can my friend order a physical card?,0
How to complete 'Add Money' step,0
"My friend added money, but I still didn’t get the reward",0
My friend hasn’t received the card. Will I get my reward?,0
"My friend made 3 purchases, but I didn’t get the reward",0
"My friend ordered a card, but I didn’t get the reward. Why?",0
What are the requirements for 3 purchases?,0
What are the requirements to get a Referrals reward?,0
Why did I receive a smaller reward for a Referral than you advertised in the app?,0
What is Airline Miles?,0
Linking your airline loyalty account,0
Redeeming RevPoints with Airline Miles,0
Difficulty using Airline Miles,0
Can I cancel an airport lounge pass? ,0
How do I purchase an airport lounge pass?,0
How do I use my airport lounge pass?,0
I'm having difficulty with my airport lounge pass,0
How do I donate to Ukrainian refugees?,0
Making a donation through Revolut,0
Spare change and recurring Donations,0
Auto-renewing an eSIM data plan,0
Can I label my eSIM for my data plan?,0
Difficulties with eSIM,0
Revolut data plans,0
Installing and activating my eSIM,0
Managing my eSIM data plan,0
Supported eSIM devices,0
Mobile plan access and payment,0
Cancelling or rescheduling a number transfer to Revolut,0
Cancelling your old phone plan,0
Managing a mobile plan for a lost or stolen device,0
Managing a failed number transfer,0
Managing a number transfer to Revolut,0
Managing mobile plans and add-ons,0
Understanding mobile plan numbers,0
Paying for my mobile plan,0
Mobile plan voice support,0
Setting up voicemail,0
Bring your number to Revolut mobile,0
Revolut mobile plans,0
Service disruptions during transfer to Revolut,0
Mobile plan allowance and consumption,0
Transfer your Revolut number to another provider,0
Reporting vulnerable circumstances to Revolut,0
How to redeem RevPoints for gift cards,0
Finding your gift cards,0
Shops,0
Can I get a VAT invoice for my Stays booking?,0
How are properties sorted?,0
Manage a Stays booking,0
Make a Stays booking,0
What does the Experiences feature offer?,0
Purchase RevPoints in app,0
Redeem RevPoints,0
How to earn RevPoints,0
RevPoints spare change,0
What is the RevPoints loyalty program?,0
Personalise RevPoints,0
APP fraud reimbursement eligibility,0
Authorised Push Payment fraud reimbursement exclusions,0
Authorised Push Payment fraud reimbursement requirements,0
Authorised Push Payment fraud reimbursement,0
How long will the Authorised Push Payment fraud reimbursement process take?,0
Locked bootloader requirement for Android devices,0
Contacting your device manufacturer,0
Ensuring security by using the official Revolut app,0
Operating system and security updates,0
Security risks of root access,0
Unofficial (custom) firmware,0
Why is the Revolut app no longer supported on my device?,0
Review my information with CIFAS Marker,0
Understanding the account review process,0
Fraud and cybercrime reporting to national authorities,0
Hidden accounts and transactions,0
Someone wants to give you a lot of money?,0
Strange small charges on your card?,0
Feeling pressured or threatened?,0
Urgent text from a kid or friend?,0
Looking for a high return?,0
Paying a bill with new bank details? ,0
Have you been offered money to move funds?,0
Received an unexpected link?,0
Buying something online?,0
Met someone new online?,0
My phone suddenly lost signal,0
An urgent call out of the blue?,0
How can I keep my account safe from fraud?,0
"How to report a suspicious call, email, link, or text",0
How does Revolut keep my money safe?,0
How does Revolut protect me against fraud?,0
Accessing your transaction history from your Revolut account,0
What are linked wallets?,0
What are Wealth Protection limits?,0
Getting started with Street Mode,0
Limits,0
Trouble with my selfie verification for Wealth Protection,0
Getting started with Wealth Protection,0
What are Revolut's safety features?,0
What will happen to my funds if Revolut goes bankrupt?,0
How do I upload a document?,0
Difficulty with selfie authentication,0
What is my tax identification number?,0
Confirm your personal details again,0
Why is my incoming transfer pending?,0
Can I cover intermediary bank fees upfront?,0
"Add, edit, or delete a beneficiary",0
Trusted recipients,0
Transfer I sent arrived in a different currency ,0
Why was my transfer sent via an intermediary bank?,0
I received a transfer from an unknown sender,0
Timeframes for transfers,0
Bank transfer fees,0
Can I receive large bank transfers into my Revolut account?,0
Can I receive my salary into my Revolut account?,0
Locate a bank transfer sent to my Revolut account,0
Why did I receive less money?,0
Why was the transfer to my account reverted?,0
Supported currencies for holding,0
Switch your account to Revolut,0
What currency account details are available for me?,0
What's Revolut's official name and address?,0
What account details should I use for incoming transfers?,0
How to transfer funds to Revolut,0
Unsupported inbound bank transfers,0
Difficulty adding money with an easy bank transfer,0
Limits for transfers to other Revolut customers,0
Block or report another Revolut customer,0
Group Bills,0
I sent a transfer to the wrong Revolut customer,0
My transfer to another Revolut customer is pending,0
Send or request money from other Revolut customers,0
Revtags,0
My transfer to or from someone on Revolut wasn't received,0
I'm unable to send money to another Revolut customer,0
Transferring funds to an external card,0
I want to cancel my transfer to a card,0
My beneficiary has not received my card transfer,0
Which countries can I send a card transfer to?,0
Why has my card transfer failed or been declined?,0
Why is my card transfer still pending?,0
I want to cancel a bank transfer,0
Locate a bank transfer sent from Revolut,0
Why is my transfer to a bank account still pending?,0
Why was my outbound bank transfer reverted?,0
I can't send a transfer or create a recipient,0
Can I make a local transfer in a different currency?,0
Download a transfer confirmation,0
Sending money from Revolut to a bank account,0
Problem with a Direct Debit,0
Manage Direct Debits,0
Setting up a Direct Debit,0
Sending and requesting money with a payment link,0
Why did my recipient receive less money?,0
I was asked for additional information about my transaction,0
Unsupported transfers sent from Revolut,0
More help with sending money via a payment link,0
Revolut.me link,0
Insufficient funds for scheduled transfer,0
Setting up scheduled payments to another Revolut customer,0
Can I transfer money to or from Russia or Belarus?,0
Can I transfer money to Ukraine?,0
Supported currencies for outgoing transfers,0
Benefits and risks of trading crypto ETNs,0
Get started with crypto ETNs,0
Get started with non-crypto ETPs,0
What does it mean to be a high-net-worth investor?,0
What does it mean to be a restricted investor?,0
Leveraged and inverse ETPs,0
What is a crypto ETN?,0
Get started with ETCs,0
Get started with ETNs,0
What is an Exchange-Traded Product (ETP)?,0
Exceeding my ISA allowance,0
Investing with the Stocks and Shares ISA,0
Stocks and Shares Individual Savings Account (ISA),0
Stocks and Shares ISA rules,0
Stocks and Shares ISA transfers,0
What are the Stocks and Shares ISA fees?,0
What happens to my Stocks and Shares ISA if I move abroad?,0
Trading Terminal,0
Crypto collections,0
Accessing Revolut X,0
Revolut X top-ups and withdrawals,0
Get started with Revolut X,0
What types of orders can I create on Revolut X?,0
About crypto unified balance,0
Revolut X fees,0
Failed orders in Revolut X,0
Why can't I trade in Revolut X?,0
Why is part of my Revolut X portfolio balance unavailable?,0
Issues with Take Profit or Stop Loss orders,0
Take Profit and Stop Loss orders,0
Setting up a virtual crypto card,0
"Crypto payment fees, rates, and limits",0
Crypto payments and how they work,0
View your crypto card payments,0
How does crypto staking work?,0
Is there a fee associated with crypto staking?,0
Stake and unstake crypto,0
Calculation of crypto tiered pricing,0
Tier progression and account changes,0
Trading with crypto tiered pricing,0
How to make sure crypto withdrawals are processed smoothly,0
How to ensure my crypto is transferred successfully?,0
Crypto notifications,0
Crypto recurring buy,0
Crypto rates and spread,0
Fees for trading crypto,0
Crypto limit order,0
What is a crypto market order?,0
Crypto stop order,0
Crypto Learn,0
How does converting cryptocurrency to fiat currency work?,0
Crypto delisting,0
Crypto account onboarding requirements,0
Other crypto token information,0
Revolut crypto features and products,0
Can I set target prices for exchanging cryptocurrency?,0
Receive (deposit) crypto from an external address,0
Return or manage crypto deposits,0
Failed crypto deposits,0
Addresses supported for withdrawing and reverting crypto deposits,0
Can't see my deposit in-app,0
Pending crypto deposits,0
"Supported crypto deposit currencies, networks, and exchanges",0
Do I have an individual cryptocurrency wallet?,0
Add a new wallet to withdraw crypto,0
Crypto withdrawal fees,0
Crypto withdrawal limits,0
Cryptocurrencies and networks available for withdrawals,0
Send (withdraw) crypto to an external address,0
Pending crypto withdrawals,0
Failed crypto withdrawals,0
Cryptocurrency networks,0
Buy and sell crypto,0
Crypto basics,0
Is my crypto safe with Revolut?,0
Who provides Revolut's crypto services?,0
Taxes on crypto,0
Koinly crypto tax reports,0
Why do I need to name the wallet owner for withdrawals?,0
Crypto private keys and exposure on the blockchain,0
Crypto spare change,0
What exchange rates does Revolut offer?,0
Currency exchange fees and limits,0
How do I exchange money?,0
Currency exchange orders,0
"I just made an exchange, but I can't find my money",0
Why might my currency order fail or not execute?,0
Open and manage additional currency accounts,0
Investor related tax information,0
How does the commission-free allowance work?,0
Trading orders routing,0
What are trading regulatory fees and taxes?,0
Buying or selling commodities,0
"Commodities prices, rates, and fees",0
Commodities supported features,0
Which precious metals are supported?,0
Start with Revolut Ramp,0
How can I get a full statement of my Ramp transaction?,0
Pay with Revolut Ramp,0
What are the fees for Revolut Ramp?,0
I sent crypto to an incorrect wallet address. What can I do?,0
I was charged extra by my bank for a Ramp payment. Why?,0
My Ramp payment failed. What should I do?,0
My Ramp transaction is completed but I didn't receive the funds,0
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,0
Revolut Ramp supported currencies and limits,0
Why did I receive less crypto than I paid for?,0
Why was I charged more than I was shown?,0
Advantages of investing in bonds,0
Get started with Bonds,0
Bonds fees,0
Bonds terms and definitions,0
Bond credit ratings,0
Buy bonds in the Revolut app,0
Buying a corporate bond vs buying stock in the same company,0
Bond name interpretation in the Revolut app,0
How does Revolut process corporate actions?,0
Dividends,0
Merger or acquisition of a company whose shares I own,0
Stock delisting,0
Stock split,0
Trading customer support,0
Which Revolut Trading entity is providing me services?,0
Financial ratios for company analysis,0
Market analysis,0
OTC stocks,0
Stock basics,0
Stock markets,0
What is a fractional share?,0
What is a trading halt?,0
How do I update my trading account details?,0
Why are you asking me for documents to open or continue using Revolut trading?,0
Understanding our onboarding question about affiliations,0
Close my investment account,0
Reasons an investment account may be closed,0
How is the portfolio value calculated?,0
Overview of Revolut Trading Ltd's omnibus account ,0
Trading watchlist and price alerts,0
"Trading account information, statements and reports",0
Trade confirmation statements,0
Fund my investment account,0
Using your credit card or a personal loan to trade stocks,0
How to withdraw funds from my investment account,0
Open an investment account,0
Can I transfer my account from another broker?,0
Why does Revolut need my national identifier?,0
What information do I need to provide to onboard to trading?,0
What is an execution-only service?,0
What is a Special Purpose Acquisition Company (SPAC)?,0
American depositary receipts (ADRs) and pass-through fees,0
Products available to trade,0
Can I have a trading account if I’m a US Person?,0
Who is Revolut Trading Ltd authorised by?,0
What are non-tradable securities?,0
Do I own my stocks?,0
How are my investments with Revolut protected?,0
How are the funds in my investment account protected?,0
What does capital at risk mean?,0
Buy order block,0
Pending trading orders,0
Close a stock position,0
How to place a stock order,0
Can I use leverage to trade?,0
What is a GTC Order and how does it work?,0
Trading limit orders,0
What is a stop order?,0
Trading order types,0
Top Movers,0
Security prices,0
What are Revolut's trading fees?,0
Trading value limits,0
Why is my stock on 'sell only'?,0
Orders submitted during extended hours trading,0
Extended hours trading risks,0
How extended hours trading works,0
What is a trading day?,0
Trading hours,0
What are the fees for Trading Pro?,0
What is Trading Pro?,0
