title,topic_id,llm_label,probability
Cancel for any reason complaints,15,Purchase insurance coverage,1.0
How do I make a cancel for any reason protection claim?,14,Cancel for any reason protection,0.3338
My supplier won’t let me cancel my trip/event. Am I covered with Ultra trip and event cancellation protection?,14,Cancel for any reason protection,0.9163
Does moving home affect Ultra trip and event coverage?,1,Revolut travel insurance coverage,1.0
Will I get a full refund for my trip or event cancellation?,14,Cancel for any reason protection,0.4333
What are the limits of cover and deductibles?,14,Cancel for any reason protection,0.8135
Getting started with cancel for any reason protection,14,Cancel for any reason protection,0.5031
Documents needed for an Ultra trip and event cancellation protection claim,14,Cancel for any reason protection,0.3578
What is a trip?,14,Cancel for any reason protection,0.8101
What is an event?,14,Cancel for any reason protection,0.6016
Who provides Ultra trip and event cancellation protection?,14,Cancel for any reason protection,0.9163
How do I link an external account to Revolut?,7,Adding money via bank transfer,0.9363
Manage my external linked accounts in Revolut,43,Financial analytics dashboard,0.0
Can I accept multiple paid plan gifts?,40,Gifting paid plans to friends,1.0
Gifting a paid plan,40,Gifting paid plans to friends,1.0
How to share your birthday on Revolut,40,Gifting paid plans to friends,0.4702
Receiving paid plan gifts,40,Gifting paid plans to friends,1.0
Sending paid plan gifts,40,Gifting paid plans to friends,0.9558
What happens once the gifted paid plan duration ends?,40,Gifting paid plans to friends,0.8132
Earning interest with Savings,39,Instant Access Savings Interest Rates,1.0
Getting started with Savings,39,Instant Access Savings Interest Rates,0.2331
How to calculate interest on Savings accounts,39,Instant Access Savings Interest Rates,1.0
How is interest calculated on tiered Instant Access Savings?,39,Instant Access Savings Interest Rates,1.0
Rate decrease on my Instant Access Savings,39,Instant Access Savings Interest Rates,1.0
Why is my withdrawal pending?,19,Transfer status and tracking,0.7148
Savings Challenge,39,Instant Access Savings Interest Rates,0.2211
Instant Access Savings promotion,39,Instant Access Savings Interest Rates,0.4992
Tax on Savings,17,Tax and national identification,0.0
How are the funds in my Savings accounts protected?,20,FSCS protection for accounts,0.6773
Why was my Savings Accounts restricted or closed?,61,Closed restricted or deceased accounts,1.0
Add money to your savings account,39,Instant Access Savings Interest Rates,0.0
Close my Savings account,22,Joint account management,1.0
Withdraw from your Savings account,39,Instant Access Savings Interest Rates,0.0
Documents and statements for my Savings accounts,16,Download account statements,0.4216
Cover for cancelled and interrupted trips,14,Cancel for any reason protection,0.4356
Do I have to pay for my trip using my Revolut account?,1,Revolut travel insurance coverage,1.0
Claiming after Premium travel insurance removal,1,Revolut travel insurance coverage,1.0
Does moving home impact my travel insurance?,1,Revolut travel insurance coverage,0.5925
Travel insurance coverage,1,Revolut travel insurance coverage,1.0
Travel insurance for areas affected by conflict,1,Revolut travel insurance coverage,1.0
Close a Pocket,27,Group Pockets,0.925
How do I manage a Group Pocket?,27,Group Pockets,0.9089
Adding money to Pockets,27,Group Pockets,0.3579
Withdrawing from Pockets,27,Group Pockets,1.0
Spare change round ups,59,Spare change round ups,1.0
I can't find my Vaults,27,Group Pockets,0.5497
How to link a card to a Pocket and manage it,27,Group Pockets,1.0
Getting started with Pockets,27,Group Pockets,1.0
What if I don't have enough money in my bills Pocket?,27,Group Pockets,0.0
What is Revolut Pay?,9,RevPoints earning and redemption,0.0
How to withdraw cash from an ATM,18,18_limits_withdrawal_atm_fees,0.0
Fees for cash withdrawals,18,18_limits_withdrawal_atm_fees,0.8317
My card payment is pending,38,Pending and delayed card payments,0.6644
How to disable RevPoints spare change?,9,RevPoints earning and redemption,0.0
Why did my payment amount change?,38,Pending and delayed card payments,1.0
Fees for card payments in a foreign currency,18,18_limits_withdrawal_atm_fees,1.0
Setting a monthly spending limit,12,Accepting payments with Revolut,0.7206
How do regulatory limits affect my usage?,33,Apple Pay and Card Security,0.8156
Am I eligible for Apple Pay?,4,Supported currencies and cards,1.0
Am I eligible for Google Pay?,4,Supported currencies and cards,1.0
Payment limits when using Apple Pay or Google Pay,12,Accepting payments with Revolut,0.8316
Decline reasons on Apple Pay and Google Pay,60,60_deposit_card_pay_topup,0.0
Setting up Apple Pay,33,Apple Pay and Card Security,0.8878
Setting up Google Pay,35,Managing Click to Pay cards,0.2069
Where can I pay with Apple Pay or Google Pay?,12,Accepting payments with Revolut,0.7497
How do I block and unblock a merchant?,68,Blocking and unblocking payments,1.0
What currencies are supported for spending?,4,Supported currencies and cards,1.0
Card payment fees and limits,12,Accepting payments with Revolut,0.7158
Card verification and pre-authorisation,38,Pending and delayed card payments,0.0
What is Dynamic Currency Conversion (DCC)?,18,18_limits_withdrawal_atm_fees,0.0
Which merchants are not supported by Revolut?,4,Supported currencies and cards,0.6428
What is a virtual card?,41,Virtual card usage and limits,1.0
My virtual card is not working,41,Virtual card usage and limits,1.0
Problems with my card PIN,33,Apple Pay and Card Security,1.0
Why was my card payment declined if I have enough funds?,58,Card payment declined,0.7048
What is 3D Secure?,68,Blocking and unblocking payments,0.0
Delayed (offline) card payments,38,Pending and delayed card payments,1.0
Where can I use my Revolut card?,4,Supported currencies and cards,1.0
Am I eligible for Click to Pay?,4,Supported currencies and cards,1.0
How do I add cards to Click to Pay?,35,Managing Click to Pay cards,1.0
How can I remove my card from Click to Pay?,35,Managing Click to Pay cards,0.9925
What is Click to Pay?,35,Managing Click to Pay cards,0.3747
Why is my card added to Click to Pay not shown at checkout?,35,Managing Click to Pay cards,1.0
Declined card payment isn't visible,58,Card payment declined,1.0
My card payment was declined by the security system,68,Blocking and unblocking payments,0.0
What is the location-based security feature?,65,Account security and fraud protection,1.0
My card payment was declined,58,Card payment declined,1.0
Why has my card payment been reverted?,38,Pending and delayed card payments,0.9772
Report a card payment as a scam or fraud,62,Report fraudulent transactions,1.0
Card security settings,33,Apple Pay and Card Security,1.0
Freeze a card,62,Report fraudulent transactions,0.0
How to cancel a dispute,23,Canceling transfers and payment links,0.8647
Dispute a card payment,67,Dispute and refund status,0.0
Dispute process and timelines,67,Dispute and refund status,1.0
Update on my chargeback case,67,Dispute and refund status,1.0
Problems with a refund,67,Dispute and refund status,1.0
Revolut Chrome Extension,41,Virtual card usage and limits,0.0
How to withdraw a foreign currency,18,18_limits_withdrawal_atm_fees,0.0
Limits for using my card abroad,18,18_limits_withdrawal_atm_fees,0.7928
Tips for spending in a foreign currency,42,Currency accounts and exchange rates,0.0
What currency will I be charged in?,42,Currency accounts and exchange rates,0.5703
Manage subscription payments to merchants,68,Blocking and unblocking payments,1.0
Report a fraudulent ATM withdrawal,62,Report fraudulent transactions,1.0
When does my ATM withdrawal limit reset?,18,18_limits_withdrawal_atm_fees,0.746
Why is my ATM withdrawal pending?,19,Transfer status and tracking,0.5145
Why was my ATM withdrawal declined?,58,Card payment declined,0.0
Activate a physical card,44,Replace reactivate or fix cards,0.0
Reactivate a card,44,Replace reactivate or fix cards,0.5689
I can't add my card to Apple Pay,33,Apple Pay and Card Security,1.0
My card was stolen. What should I do?,44,Replace reactivate or fix cards,1.0
The name on my card is incorrect,5,Lost phone number login,0.586
Why is my Apple Pay card number different from my Revolut's?,33,Apple Pay and Card Security,1.0
My card has been swallowed by an ATM,62,Report fraudulent transactions,0.8999
Why aren’t my contactless payments working?,44,Replace reactivate or fix cards,0.0
My single-use virtual card isn't working,41,Virtual card usage and limits,1.0
My physical card isn't working,44,Replace reactivate or fix cards,0.5689
What should I do if my card is expiring soon?,44,Replace reactivate or fix cards,1.0
Can I cancel or edit a card order?,13,Ordering a physical card,0.5769
Can I choose between Mastercard and Visa?,13,Ordering a physical card,1.0
Maximum active cards,41,Virtual card usage and limits,0.297
What are the fees for ordering a card?,13,Ordering a physical card,0.8326
Creating a virtual card,41,Virtual card usage and limits,0.4957
I ordered a card and it didn't arrive,13,Ordering a physical card,0.9231
Card customisation,13,Ordering a physical card,1.0
How does the Clear Sky debit card support Ukraine?,59,Spare change round ups,0.0
Order a physical card,13,Ordering a physical card,0.9893
How do I get the Clear Sky debit card?,13,Ordering a physical card,0.0
What is a special edition card?,13,Ordering a physical card,0.9231
What card brands and types can I get?,4,Supported currencies and cards,0.8472
Finding the card PIN,33,Apple Pay and Card Security,0.9288
Linking an existing card,35,Managing Click to Pay cards,1.0
Can I order my card to a different address?,13,Ordering a physical card,1.0
How do I use a Revolut virtual card?,41,Virtual card usage and limits,1.0
I received a card that I had marked as undelivered,44,Replace reactivate or fix cards,1.0
I found my lost card,44,Replace reactivate or fix cards,1.0
My card has been used fraudulently,62,Report fraudulent transactions,1.0
Glossary of onboarding terms,11,Exchange Traded Products,1.0
Manage scheduled transfers,46,Scheduled transfers and custom categories,1.0
More help with a scheduled transfer,46,Scheduled transfers and custom categories,1.0
Schedule a transfer,46,Scheduled transfers and custom categories,1.0
Cash withdrawal limits and fees,18,18_limits_withdrawal_atm_fees,1.0
Getting started with Pet Insurance,25,Pet insurance policy management,1.0
How do I make a protection insurance claim?,15,Purchase insurance coverage,1.0
What's the excess for purchase insurance claims?,15,Purchase insurance coverage,1.0
Submitting documents for a purchase insurance claim,15,Purchase insurance coverage,1.0
Is my mobile device covered by Revolut purchase protection?,15,Purchase insurance coverage,1.0
Getting started with purchase insurance,15,Purchase insurance coverage,1.0
What's not covered under purchase insurance?,15,Purchase insurance coverage,0.9484
What items are eligible for purchase insurance?,15,Purchase insurance coverage,0.9634
Getting an update on an everyday protection claim,15,Purchase insurance coverage,1.0
Who provides Revolut's everyday protection insurance?,15,Purchase insurance coverage,1.0
Purchase protection coverage,15,Purchase insurance coverage,1.0
Refund protection coverage,15,Purchase insurance coverage,1.0
Event ticket cancellation protection coverage,14,Cancel for any reason protection,1.0
Getting started with travel insurance,1,Revolut travel insurance coverage,1.0
What is the excess for travel insurance claims?,1,Revolut travel insurance coverage,1.0
Trips covered by travel insurance,1,Revolut travel insurance coverage,1.0
Why is my travel insurance coverage ending?,1,Revolut travel insurance coverage,1.0
Submitting documents for a travel insurance claim,1,Revolut travel insurance coverage,0.6608
How can I view my travel insurance policy documents?,25,Pet insurance policy management,0.2856
How do I get an update on my existing claim?,1,Revolut travel insurance coverage,0.7031
How do I make a travel insurance claim?,1,Revolut travel insurance coverage,0.7031
Emergency medical assistance abroad,1,Revolut travel insurance coverage,1.0
Cover for car hire excess,1,Revolut travel insurance coverage,1.0
Cover for delayed trips,1,Revolut travel insurance coverage,0.9803
"Cover for damaged, lost, or delayed baggage",1,Revolut travel insurance coverage,1.0
Cover for medical expenses abroad,1,Revolut travel insurance coverage,1.0
Cover for sports and activities,1,Revolut travel insurance coverage,1.0
Who is covered by travel insurance?,1,Revolut travel insurance coverage,1.0
Who is Revolut's travel insurance provider?,1,Revolut travel insurance coverage,1.0
How do I cancel my Pet Insurance policy?,25,Pet insurance policy management,1.0
How to make a Pet Insurance claim,25,Pet insurance policy management,1.0
Pet Insurance payments and renewals,25,Pet insurance policy management,0.9274
How do I complain about my pet insurance?,25,Pet insurance policy management,0.3126
How can I view or manage my Revolut Pet Insurance policy?,25,Pet insurance policy management,0.6874
Free 24/7 FirstVet Video Consultations,25,Pet insurance policy management,0.492
Who are Revolut Pet Insurance?,25,Pet insurance policy management,0.3161
What are the main pet insurance policy conditions I should be aware of?,25,Pet insurance policy management,0.7014
Can I cancel an Airport Fast Track pass? ,36,Airport lounge and fast track,0.6744
How do I purchase an Airport Fast Track pass?,36,Airport lounge and fast track,0.7058
How do I use my airport fast track pass?,36,Airport lounge and fast track,0.6286
Reasons you can trust Revolut,54,Revolut service providers and regulation,0.8297
Can I contact Revolut using a Power of Attorney?,45,Contacting support and complaints,0.0
Media enquiries,45,Contacting support and complaints,1.0
Revolut Business,48,Revolut Pro account features,0.0
Work at Revolut,24,Recognizing scam red flags,0.0
Difference between limited and full access to the web app,5,Lost phone number login,0.0
Does Revolut offer services in Russia?,4,Supported currencies and cards,0.9544
Reporting vulnerable circumstances to Revolut,29,Reporting vulnerable circumstances,0.2283
How do I share feedback with Revolut?,45,Contacting support and complaints,0.8564
I lost access to a device my passkey is stored on,5,Lost phone number login,1.0
How can I file a complaint?,45,Contacting support and complaints,1.0
Learn about my rights when making payments in Europe,4,Supported currencies and cards,1.0
Public Figure Check - More Information,17,Tax and national identification,0.1559
What is my tax residence?,17,Tax and national identification,1.0
What happens if the Revolut account holder passes away?,61,Closed restricted or deceased accounts,1.0
Which Revolut companies provide me with services?,54,Revolut service providers and regulation,0.7435
How can I improve my financial health?,29,Reporting vulnerable circumstances,0.408
How can I share sensitive information with Revolut?,29,Reporting vulnerable circumstances,0.2059
Support if you are experiencing financial difficulties,29,Reporting vulnerable circumstances,1.0
What gambling support is available?,29,Reporting vulnerable circumstances,1.0
Where can I get help and advice on financial abuse?,29,Reporting vulnerable circumstances,0.6838
Where can I get help if I'm worried about my mental health?,29,Reporting vulnerable circumstances,1.0
When will Revolut credit be available in my country?,4,Supported currencies and cards,1.0
What is Revolut Pro and is it free?,48,Revolut Pro account features,1.0
Cancel a transaction on the Revolut Terminal,23,Canceling transfers and payment links,0.5397
Cards and contactless payments with Revolut Terminals,12,Accepting payments with Revolut,0.8316
Failed payments on the Revolut Terminal,58,Card payment declined,1.0
How do I order a Revolut Terminal?,48,Revolut Pro account features,0.0
How do I log in to my Revolut Terminal?,5,Lost phone number login,0.0
eSIM on Revolut Terminals,26,eSIM data plan management,0.6414
I'm having trouble using my Revolut Terminal,58,Card payment declined,0.0
Sales using a Revolut Pro product catalogue,46,Scheduled transfers and custom categories,0.0
Edit the time on my Revolut Terminal,30,Device software and security updates,0.0
Warranty on Revolut Terminals,12,Accepting payments with Revolut,0.0
What are Revolut Terminals?,12,Accepting payments with Revolut,1.0
When will I receive my Revolut Terminal?,13,Ordering a physical card,0.0
Failed payment on Tap to Pay on iPhone,12,Accepting payments with Revolut,0.0
Can I accept payments with Revolut Pro?,12,Accepting payments with Revolut,1.0
How much does it cost to accept payments with Revolut Pro?,12,Accepting payments with Revolut,1.0
What are Payment Links and how do I use them?,12,Accepting payments with Revolut,1.0
When do payments arrive in my Pro account?,19,Transfer status and tracking,0.6494
Install the Shopify plugin for Revolut Pro,48,Revolut Pro account features,0.0
Revolut Pro invoices,12,Accepting payments with Revolut,0.0
Warranty on the Revolut Reader,12,Accepting payments with Revolut,0.0
What is Revolut Reader and how do I use it?,12,Accepting payments with Revolut,1.0
Using Tap to Pay on iPhone to take payments,12,Accepting payments with Revolut,0.8316
Why should I accept payments with Revolut Pro?,12,Accepting payments with Revolut,1.0
How do I add funds to my Pro account?,7,Adding money via bank transfer,0.698
How to close a Revolut Pro account,22,Joint account management,0.859
Difference between Revolut Pro and Revolut Business,48,Revolut Pro account features,1.0
How to set up Direct Debits in Pro,46,Scheduled transfers and custom categories,0.0
What features are available with Revolut Pro?,48,Revolut Pro account features,1.0
How do I move money out of my Revolut Pro account?,7,Adding money via bank transfer,0.6433
Order a Revolut Pro card,13,Ordering a physical card,0.8724
How does Revolut Pro cashback work and how can I boost it?,48,Revolut Pro account features,1.0
Pro account under review or payments not working,48,Revolut Pro account features,0.0
How can I redeem my Pro Perks offers?,9,RevPoints earning and redemption,1.0
What is Pro Perks?,48,Revolut Pro account features,0.6273
What are Pro Pockets?,27,Group Pockets,0.3335
Why was my document not accepted for Revolut Pro?,48,Revolut Pro account features,0.0
Why was my URL not accepted for Revolut Pro?,48,Revolut Pro account features,0.0
Where can I find my Revolut Pro account in-app?,48,Revolut Pro account features,0.0
Who can use Revolut Pro and how do I get started?,48,Revolut Pro account features,0.7239
Accessing the Retail Web App,5,Lost phone number login,1.0
What features are supported on the Web App?,3,Crypto account setup and security,0.0
Security and data privacy,63,Personal data privacy and retention,1.0
How do I close my account?,22,Joint account management,0.8278
Getting started with AIR,43,Financial analytics dashboard,0.0
Getting started with Revolut,22,Joint account management,0.0
How to contact Revolut Support,45,Contacting support and complaints,0.7089
Joint account card payments,22,Joint account management,0.5518
Managing joint account ownership,22,Joint account management,0.8092
I want to close my Joint account,22,Joint account management,1.0
Your Joint account statement,22,Joint account management,1.0
Adding money to a Joint account,7,Adding money via bank transfer,0.6433
Setting up a Joint account,22,Joint account management,0.3792
Joint account transfers,7,Adding money via bank transfer,0.6433
Order a Joint account card,13,Ordering a physical card,0.9231
Getting started with Joint Savings,22,Joint account management,0.0
What happens if my joint account balance goes negative?,38,Pending and delayed card payments,0.6511
Revolut closed my joint account,22,Joint account management,0.6201
Difficulty logging in,5,Lost phone number login,0.9101
Change passcode,5,Lost phone number login,1.0
I lost access to my passkey,5,Lost phone number login,1.0
Duplicate account,22,Joint account management,0.4064
Log in with a new phone number,5,Lost phone number login,1.0
Lost or stolen device,5,Lost phone number login,1.0
Sign in with face ID or fingerprint,5,Lost phone number login,1.0
What are passkeys?,5,Lost phone number login,1.0
Download your account confirmation,16,Download account statements,0.4023
Download an account statement for a specific currency,16,Download account statements,0.6429
How to download a card confirmation document,16,Download account statements,0.2689
Download a cryptocurrency statement,16,Download account statements,0.5921
Documents for a closed account ,5,Lost phone number login,0.0
Get a Pockets statement,27,Group Pockets,0.5412
Download transaction or top-up statement,16,Download account statements,1.0
Download statement of fees,16,Download account statements,1.0
How to download a subject access request document,16,Download account statements,0.3073
How can I download trading statements and reports?,16,Download account statements,1.0
Why are my statement balance and in-app balance different?,16,Download account statements,0.0
What is the consolidated statement?,16,Download account statements,1.0
Cancelling your scheduled plan downgrade,57,Downgrading paid plans,1.0
Downgrading your paid plan,57,Downgrading paid plans,1.0
Paid plan downgrade fees ,57,Downgrading paid plans,1.0
Changing your paid plan billing date,37,Plan billing and payments,0.8954
Managing your paid plan billing,37,Plan billing and payments,1.0
Pay for your missed plan payment,37,Plan billing and payments,0.8209
Your paid plan subscription end date,57,Downgrading paid plans,0.9469
Next payment date for your paid plan,37,Plan billing and payments,1.0
Paid plan payment status,37,Plan billing and payments,1.0
Chess.com,6,Accessing plan partner subscriptions,1.0
ClassPass,6,Accessing plan partner subscriptions,0.5486
Financial Times,6,Accessing plan partner subscriptions,0.937
Freeletics,6,Accessing plan partner subscriptions,0.8466
Headspace,6,Accessing plan partner subscriptions,1.0
Headway,6,Accessing plan partner subscriptions,0.369
MasterClass,6,Accessing plan partner subscriptions,0.2417
NordVPN,6,Accessing plan partner subscriptions,0.1998
Perplexity,6,Accessing plan partner subscriptions,0.2053
Picsart,6,Accessing plan partner subscriptions,1.0
How do I access a partner benefit?,6,Accessing plan partner subscriptions,0.0
Laundryheap,6,Accessing plan partner subscriptions,0.4168
What happens to my partner benefits if I change my plan?,57,Downgrading paid plans,0.0
What are partner benefits?,6,Accessing plan partner subscriptions,0.0
Sleep Cycle,6,Accessing plan partner subscriptions,0.2801
The Athletic,6,Accessing plan partner subscriptions,0.9191
Tinder,6,Accessing plan partner subscriptions,0.2707
Turo rewards,6,Accessing plan partner subscriptions,0.142
Uber One,6,Accessing plan partner subscriptions,0.7485
WeWork,6,Accessing plan partner subscriptions,0.1762
Discounts for loyal customers,40,Gifting paid plans to friends,0.4667
Promotional and free trials,57,Downgrading paid plans,1.0
Order a paid plan card,13,Ordering a physical card,0.8724
Metal plan,52,Compare Revolut paid plans,1.0
Plus plan,52,Compare Revolut paid plans,1.0
Premium plan,52,Compare Revolut paid plans,1.0
Standard plan,52,Compare Revolut paid plans,0.7707
Ultra plan,52,Compare Revolut paid plans,1.0
Can I reopen my closed account?,61,Closed restricted or deceased accounts,1.0
Switching languages in the app,42,Currency accounts and exchange rates,1.0
How do I manage notifications from Revolut?,69,Account settings and notifications,1.0
Trouble with mobile verification code,5,Lost phone number login,0.0
Change my address,22,Joint account management,0.0
Change my date of birth,5,Lost phone number login,1.0
Change my name,5,Lost phone number login,0.535
Change my phone number,5,Lost phone number login,1.0
Change or verify email address,5,Lost phone number login,0.9498
Change my Revtag,69,Account settings and notifications,0.0
Update my tax information,17,Tax and national identification,1.0
Source of funds,21,Identity and address verification,0.7196
Upgrade my plan,37,Plan billing and payments,0.8954
Accepted proof of address documents,21,Identity and address verification,0.8081
Documents for the source of funds verification,21,Identity and address verification,0.6274
Verify my identity,21,Identity and address verification,1.0
How do I provide proof of address?,21,Identity and address verification,1.0
I'm unable to verify my identity,21,Identity and address verification,1.0
Where you can sign up for Revolut,4,Supported currencies and cards,0.0
What is Revolut ID?,5,Lost phone number login,0.7172
Managing a Revolut – Kids & Teens account,10,Kids and teens account management,0.9134
Revolut – Kids & Teens cards,10,Kids and teens account management,0.236
Revolut – Kids & Teens Earn,10,Kids and teens account management,1.0
Revolut Kids & Teens Rewards,10,Kids and teens account management,1.0
Revolut Kids & Teens Save,10,Kids and teens account management,0.3337
Revolut – Kids & Teens payments,10,Kids and teens account management,0.3352
Add money to or withdraw from Revolut Kids & Teens account,10,Kids and teens account management,1.0
Forgotten passcode for a Kids & Teens account,5,Lost phone number login,1.0
Graduation to the main app,10,Kids and teens account management,0.5677
Kids & Teens Instant Access Savings,10,Kids and teens account management,0.3158
Open a Revolut – Kids & Teens account,10,Kids and teens account management,1.0
Revolut — Kids & Teens subscription bundles,10,Kids and teens account management,0.134
Request a Revolut – Kids & Teens virtual card,10,Kids and teens account management,0.411
Revolut – Kids & Teens card management,10,Kids and teens account management,0.309
Revolut Kids & Teens Payment Links,10,Kids and teens account management,0.5321
Revolut - Kids & Teens Referrals,10,Kids and teens account management,0.1646
Revolut - Kids & Teens statements,10,Kids and teens account management,0.6746
What if Revolut - Kids & Teens isn't available?,4,Supported currencies and cards,0.0
Is my private information safe?,30,Device software and security updates,0.2062
When to put gambling controls in place,29,Reporting vulnerable circumstances,0.7003
How does the gambling block work?,68,Blocking and unblocking payments,1.0
A refund or chargeback was sent to my closed account,67,Dispute and refund status,1.0
My account was restricted or closed,61,Closed restricted or deceased accounts,1.0
Report a fraudulent transfer,62,Report fraudulent transactions,0.989
What does Revolut use my data for?,63,Personal data privacy and retention,1.0
How long will Revolut hold my data?,63,Personal data privacy and retention,1.0
Personal data required to create a Revolut account,63,Personal data privacy and retention,1.0
Hidden balance feature,69,Account settings and notifications,1.0
Why haven't I received my Referrals reward?,2,Referral purchase requirements,1.0
Referral reward smaller than expected,2,Referral purchase requirements,0.548
How to complete all steps for Referrals reward,2,Referral purchase requirements,0.6447
How to complete 'Make purchases' step for Referrals reward,2,Referral purchase requirements,0.7266
Why hasn't my referrer received their Referrals reward?,2,Referral purchase requirements,1.0
How to add money for the Referrals reward,2,Referral purchase requirements,0.6531
Order a physical card for Referrals reward,13,Ordering a physical card,0.42
Referrals reward requirements,2,Referral purchase requirements,0.8808
Conditions for the referral campaign,2,Referral purchase requirements,0.9306
Completing the 'Make purchases' step,2,Referral purchase requirements,0.6931
Claiming special bonus offered by Revolut promotion,2,Referral purchase requirements,0.8994
Missing reward from an influencer or brand signup,2,Referral purchase requirements,1.0
Promotional cashback,2,Referral purchase requirements,0.9728
Is physical card activation necessary before the deadline?,13,Ordering a physical card,0.4569
Is a physical card required for your friend's purchases?,2,Referral purchase requirements,0.6747
How can my friend order a physical card?,13,Ordering a physical card,0.4973
How to complete 'Add Money' step,2,Referral purchase requirements,0.7461
"My friend added money, but I still didn’t get the reward",2,Referral purchase requirements,0.7924
My friend hasn’t received the card. Will I get my reward?,2,Referral purchase requirements,0.3709
"My friend made 3 purchases, but I didn’t get the reward",2,Referral purchase requirements,0.6747
"My friend ordered a card, but I didn’t get the reward. Why?",13,Ordering a physical card,0.6066
What are the requirements for 3 purchases?,2,Referral purchase requirements,0.6332
What are the requirements to get a Referrals reward?,2,Referral purchase requirements,0.4763
Why did I receive a smaller reward for a Referral than you advertised in the app?,2,Referral purchase requirements,0.567
What is Airline Miles?,9,RevPoints earning and redemption,1.0
Linking your airline loyalty account,9,RevPoints earning and redemption,1.0
Redeeming RevPoints with Airline Miles,9,RevPoints earning and redemption,1.0
