title,topic_id
"Cover for damaged, lost, or delayed baggage",1
Cover for medical expenses abroad,1
Cover for sports and activities,1
Who is covered by travel insurance?,1
Who is Revolut's travel insurance provider?,1
How do I cancel my Pet Insurance policy?,25
How to make a Pet Insurance claim,25
Pet Insurance payments and renewals,25
How do I complain about my pet insurance?,25
How can I view or manage my Revolut Pet Insurance policy?,25
Free 24/7 FirstVet Video Consultations,25
Who are Revolut Pet Insurance?,25
What are the main pet insurance policy conditions I should be aware of?,25
Can I cancel an Airport Fast Track pass? ,36
How do I purchase an Airport Fast Track pass?,36
How do I use my airport fast track pass?,36
Reasons you can trust Revolut,54
Can I contact Revolut using a Power of Attorney?,-1
Media enquiries,45
Revolut Business,-1
Work at Revolut,-1
Difference between limited and full access to the web app,-1
Does Revolut offer services in Russia?,4
Reporting vulnerable circumstances to Revolut,29
How do I share feedback with Revolut?,45
I lost access to a device my passkey is stored on,5
How can I file a complaint?,45
Learn about my rights when making payments in Europe,4
Public Figure Check - More Information,17
What is my tax residence?,17
What happens if the Revolut account holder passes away?,61
Which Revolut companies provide me with services?,54
How can I improve my financial health?,29
How can I share sensitive information with Revolut?,29
Support if you are experiencing financial difficulties,29
What gambling support is available?,29
Where can I get help and advice on financial abuse?,29
Where can I get help if I'm worried about my mental health?,29
When will Revolut credit be available in my country?,4
What is Revolut Pro and is it free?,48
Cancel a transaction on the Revolut Terminal,23
Cards and contactless payments with Revolut Terminals,12
Failed payments on the Revolut Terminal,58
How do I order a Revolut Terminal?,-1
How do I log in to my Revolut Terminal?,-1
eSIM on Revolut Terminals,26
I'm having trouble using my Revolut Terminal,-1
Sales using a Revolut Pro product catalogue,-1
Edit the time on my Revolut Terminal,-1
Warranty on Revolut Terminals,-1
What are Revolut Terminals?,12
When will I receive my Revolut Terminal?,-1
Failed payment on Tap to Pay on iPhone,-1
Can I accept payments with Revolut Pro?,12
How much does it cost to accept payments with Revolut Pro?,12
What are Payment Links and how do I use them?,12
When do payments arrive in my Pro account?,19
Install the Shopify plugin for Revolut Pro,-1
Revolut Pro invoices,-1
Warranty on the Revolut Reader,-1
What is Revolut Reader and how do I use it?,12
Using Tap to Pay on iPhone to take payments,12
Why should I accept payments with Revolut Pro?,12
How do I add funds to my Pro account?,7
How to close a Revolut Pro account,22
Difference between Revolut Pro and Revolut Business,48
How to set up Direct Debits in Pro,-1
What features are available with Revolut Pro?,48
How do I move money out of my Revolut Pro account?,7
Order a Revolut Pro card,13
How does Revolut Pro cashback work and how can I boost it?,48
Pro account under review or payments not working,-1
How can I redeem my Pro Perks offers?,9
What is Pro Perks?,48
What are Pro Pockets?,27
Why was my document not accepted for Revolut Pro?,-1
Why was my URL not accepted for Revolut Pro?,-1
Where can I find my Revolut Pro account in-app?,-1
Who can use Revolut Pro and how do I get started?,48
Accessing the Retail Web App,5
What features are supported on the Web App?,-1
Security and data privacy,63
How do I close my account?,22
Getting started with AIR,-1
Getting started with Revolut,-1
How to contact Revolut Support,45
Joint account card payments,22
Managing joint account ownership,22
I want to close my Joint account,22
Your Joint account statement,22
Adding money to a Joint account,7
Setting up a Joint account,22
Joint account transfers,7
Order a Joint account card,13
Getting started with Joint Savings,-1
What happens if my joint account balance goes negative?,38
Revolut closed my joint account,22
Difficulty logging in,5
Change passcode,5
I lost access to my passkey,5
Duplicate account,22
Log in with a new phone number,5
Lost or stolen device,5
Sign in with face ID or fingerprint,5
What are passkeys?,5
Download your account confirmation,16
Download an account statement for a specific currency,16
How to download a card confirmation document,16
Download a cryptocurrency statement,16
Documents for a closed account ,-1
Get a Pockets statement,27
Download transaction or top-up statement,16
Download statement of fees,16
How to download a subject access request document,16
How can I download trading statements and reports?,16
Why are my statement balance and in-app balance different?,-1
What is the consolidated statement?,16
Cancelling your scheduled plan downgrade,57
Downgrading your paid plan,57
Paid plan downgrade fees ,57
Changing your paid plan billing date,37
Managing your paid plan billing,37
Pay for your missed plan payment,37
Your paid plan subscription end date,57
Next payment date for your paid plan,37
Paid plan payment status,37
Chess.com,6
ClassPass,6
Financial Times,6
Freeletics,6
Headspace,6
Headway,6
MasterClass,6
NordVPN,6
Perplexity,6
Picsart,6
How do I access a partner benefit?,-1
Laundryheap,6
What happens to my partner benefits if I change my plan?,-1
What are partner benefits?,-1
Sleep Cycle,6
The Athletic,6
Tinder,6
Turo rewards,6
Uber One,6
WeWork,6
Discounts for loyal customers,40
Promotional and free trials,57
Order a paid plan card,13
Metal plan,52
Plus plan,52
Premium plan,52
Standard plan,52
Ultra plan,52
Can I reopen my closed account?,61
Switching languages in the app,42
How do I manage notifications from Revolut?,69
Trouble with mobile verification code,-1
Change my address,-1
Change my date of birth,5
Change my name,5
Change my phone number,5
Change or verify email address,5
Change my Revtag,-1
Update my tax information,17
Source of funds,21
Upgrade my plan,37
Accepted proof of address documents,21
Documents for the source of funds verification,21
Verify my identity,21
How do I provide proof of address?,21
I'm unable to verify my identity,21
Where you can sign up for Revolut,-1
What is Revolut ID?,5
Managing a Revolut – Kids & Teens account,10
Revolut – Kids & Teens cards,10
Revolut – Kids & Teens Earn,10
Revolut Kids & Teens Rewards,10
Revolut Kids & Teens Save,10
Revolut – Kids & Teens payments,10
Add money to or withdraw from Revolut Kids & Teens account,10
Forgotten passcode for a Kids & Teens account,5
Graduation to the main app,10
Kids & Teens Instant Access Savings,10
Open a Revolut – Kids & Teens account,10
Revolut — Kids & Teens subscription bundles,10
Request a Revolut – Kids & Teens virtual card,10
Revolut – Kids & Teens card management,10
Revolut Kids & Teens Payment Links,10
Revolut - Kids & Teens Referrals,10
Revolut - Kids & Teens statements,10
What if Revolut - Kids & Teens isn't available?,-1
Is my private information safe?,30
When to put gambling controls in place,29
How does the gambling block work?,68
A refund or chargeback was sent to my closed account,67
My account was restricted or closed,61
Report a fraudulent transfer,62
What does Revolut use my data for?,63
How long will Revolut hold my data?,63
Personal data required to create a Revolut account,63
Hidden balance feature,69
Why haven't I received my Referrals reward?,2
Referral reward smaller than expected,2
How to complete all steps for Referrals reward,2
How to complete 'Make purchases' step for Referrals reward,2
Why hasn't my referrer received their Referrals reward?,2
How to add money for the Referrals reward,2
Order a physical card for Referrals reward,13
Referrals reward requirements,2
Conditions for the referral campaign,2
Completing the 'Make purchases' step,2
Claiming special bonus offered by Revolut promotion,2
Missing reward from an influencer or brand signup,2
Promotional cashback,2
Is physical card activation necessary before the deadline?,13
Is a physical card required for your friend's purchases?,2
How can my friend order a physical card?,13
How to complete 'Add Money' step,2
"My friend added money, but I still didn’t get the reward",2
My friend hasn’t received the card. Will I get my reward?,2
"My friend made 3 purchases, but I didn’t get the reward",2
"My friend ordered a card, but I didn’t get the reward. Why?",13
What are the requirements for 3 purchases?,2
What are the requirements to get a Referrals reward?,2
Why did I receive a smaller reward for a Referral than you advertised in the app?,2
What is Airline Miles?,9
Linking your airline loyalty account,9
Redeeming RevPoints with Airline Miles,9
Difficulty using Airline Miles,9
Can I cancel an airport lounge pass? ,36
How do I purchase an airport lounge pass?,36
How do I use my airport lounge pass?,36
I'm having difficulty with my airport lounge pass,36
How do I donate to Ukrainian refugees?,59
Making a donation through Revolut,59
Spare change and recurring Donations,59
Auto-renewing an eSIM data plan,26
Can I label my eSIM for my data plan?,26
Difficulties with eSIM,26
Revolut data plans,26
Installing and activating my eSIM,26
Managing my eSIM data plan,26
Supported eSIM devices,26
Mobile plan access and payment,-1
Cancelling or rescheduling a number transfer to Revolut,-1
Cancelling your old phone plan,34
Managing a mobile plan for a lost or stolen device,-1
Managing a failed number transfer,34
Managing a number transfer to Revolut,34
Managing mobile plans and add-ons,26
Understanding mobile plan numbers,34
Paying for my mobile plan,37
Mobile plan voice support,45
Setting up voicemail,33
Bring your number to Revolut mobile,34
Revolut mobile plans,26
Service disruptions during transfer to Revolut,34
Mobile plan allowance and consumption,-1
Transfer your Revolut number to another provider,34
Reporting vulnerable circumstances to Revolut,29
How to redeem RevPoints for gift cards,9
Finding your gift cards,-1
Shops,9
Can I get a VAT invoice for my Stays booking?,9
How are properties sorted?,64
Manage a Stays booking,9
Make a Stays booking,9
What does the Experiences feature offer?,9
Purchase RevPoints in app,9
Redeem RevPoints,9
How to earn RevPoints,9
RevPoints spare change,-1
What is the RevPoints loyalty program?,9
Personalise RevPoints,9
APP fraud reimbursement eligibility,51
Authorised Push Payment fraud reimbursement exclusions,51
Authorised Push Payment fraud reimbursement requirements,51
Authorised Push Payment fraud reimbursement,51
How long will the Authorised Push Payment fraud reimbursement process take?,51
Locked bootloader requirement for Android devices,30
Contacting your device manufacturer,30
Ensuring security by using the official Revolut app,30
Operating system and security updates,30
Security risks of root access,30
Unofficial (custom) firmware,30
Why is the Revolut app no longer supported on my device?,30
Review my information with CIFAS Marker,70
Understanding the account review process,61
Fraud and cybercrime reporting to national authorities,70
Hidden accounts and transactions,69
Someone wants to give you a lot of money?,24
Strange small charges on your card?,70
Feeling pressured or threatened?,24
Urgent text from a kid or friend?,24
Looking for a high return?,24
Paying a bill with new bank details? ,24
Have you been offered money to move funds?,24
Received an unexpected link?,-1
Buying something online?,24
Met someone new online?,24
My phone suddenly lost signal,24
An urgent call out of the blue?,24
How can I keep my account safe from fraud?,-1
"How to report a suspicious call, email, link, or text",70
How does Revolut keep my money safe?,20
How does Revolut protect me against fraud?,65
Accessing your transaction history from your Revolut account,-1
What are linked wallets?,35
What are Wealth Protection limits?,18
Getting started with Street Mode,-1
Limits,18
Trouble with my selfie verification for Wealth Protection,21
Getting started with Wealth Protection,-1
What are Revolut's safety features?,65
What will happen to my funds if Revolut goes bankrupt?,20
How do I upload a document?,21
Difficulty with selfie authentication,21
What is my tax identification number?,17
Confirm your personal details again,63
Why is my incoming transfer pending?,19
Can I cover intermediary bank fees upfront?,56
"Add, edit, or delete a beneficiary",23
Trusted recipients,23
Transfer I sent arrived in a different currency ,42
Why was my transfer sent via an intermediary bank?,56
I received a transfer from an unknown sender,23
Timeframes for transfers,19
Bank transfer fees,56
Can I receive large bank transfers into my Revolut account?,-1
Can I receive my salary into my Revolut account?,7
Locate a bank transfer sent to my Revolut account,19
Why did I receive less money?,56
Why was the transfer to my account reverted?,19
Supported currencies for holding,4
Switch your account to Revolut,-1
What currency account details are available for me?,-1
What's Revolut's official name and address?,-1
What account details should I use for incoming transfers?,-1
How to transfer funds to Revolut,7
Unsupported inbound bank transfers,4
Difficulty adding money with an easy bank transfer,7
Limits for transfers to other Revolut customers,-1
Block or report another Revolut customer,68
Group Bills,-1
I sent a transfer to the wrong Revolut customer,23
My transfer to another Revolut customer is pending,23
Send or request money from other Revolut customers,7
Revtags,69
My transfer to or from someone on Revolut wasn't received,-1
I'm unable to send money to another Revolut customer,-1
Transferring funds to an external card,7
I want to cancel my transfer to a card,23
My beneficiary has not received my card transfer,19
Which countries can I send a card transfer to?,4
Why has my card transfer failed or been declined?,-1
Why is my card transfer still pending?,19
I want to cancel a bank transfer,23
Locate a bank transfer sent from Revolut,19
Why is my transfer to a bank account still pending?,19
Why was my outbound bank transfer reverted?,19
I can't send a transfer or create a recipient,-1
Can I make a local transfer in a different currency?,7
Download a transfer confirmation,-1
Sending money from Revolut to a bank account,7
Problem with a Direct Debit,-1
Manage Direct Debits,46
Setting up a Direct Debit,-1
Sending and requesting money with a payment link,12
Why did my recipient receive less money?,56
I was asked for additional information about my transaction,21
Unsupported transfers sent from Revolut,4
More help with sending money via a payment link,23
Revolut.me link,12
Insufficient funds for scheduled transfer,-1
Setting up scheduled payments to another Revolut customer,-1
Can I transfer money to or from Russia or Belarus?,4
Can I transfer money to Ukraine?,4
Supported currencies for outgoing transfers,4
Benefits and risks of trading crypto ETNs,11
Get started with crypto ETNs,11
Get started with non-crypto ETPs,11
What does it mean to be a high-net-worth investor?,11
What does it mean to be a restricted investor?,11
Leveraged and inverse ETPs,11
What is a crypto ETN?,11
Get started with ETCs,11
Get started with ETNs,11
What is an Exchange-Traded Product (ETP)?,11
Exceeding my ISA allowance,49
Investing with the Stocks and Shares ISA,49
Stocks and Shares Individual Savings Account (ISA),49
Stocks and Shares ISA rules,49
Stocks and Shares ISA transfers,49
What are the Stocks and Shares ISA fees?,32
What happens to my Stocks and Shares ISA if I move abroad?,17
Trading Terminal,3
Crypto collections,3
Accessing Revolut X,5
Revolut X top-ups and withdrawals,50
Get started with Revolut X,-1
What types of orders can I create on Revolut X?,0
About crypto unified balance,3
Revolut X fees,-1
Failed orders in Revolut X,0
Why can't I trade in Revolut X?,-1
Why is part of my Revolut X portfolio balance unavailable?,0
Issues with Take Profit or Stop Loss orders,0
Take Profit and Stop Loss orders,0
Setting up a virtual crypto card,41
"Crypto payment fees, rates, and limits",18
Crypto payments and how they work,50
View your crypto card payments,50
How does crypto staking work?,-1
Is there a fee associated with crypto staking?,18
Stake and unstake crypto,3
Calculation of crypto tiered pricing,47
Tier progression and account changes,47
Trading with crypto tiered pricing,47
How to make sure crypto withdrawals are processed smoothly,8
How to ensure my crypto is transferred successfully?,8
Crypto notifications,-1
Crypto recurring buy,0
Crypto rates and spread,47
Fees for trading crypto,47
Crypto limit order,0
What is a crypto market order?,0
Crypto stop order,0
Crypto Learn,3
How does converting cryptocurrency to fiat currency work?,3
Crypto delisting,-1
Crypto account onboarding requirements,3
Other crypto token information,50
Revolut crypto features and products,3
Can I set target prices for exchanging cryptocurrency?,0
Receive (deposit) crypto from an external address,8
Return or manage crypto deposits,8
Failed crypto deposits,8
Addresses supported for withdrawing and reverting crypto deposits,8
Can't see my deposit in-app,8
Pending crypto deposits,8
"Supported crypto deposit currencies, networks, and exchanges",8
Do I have an individual cryptocurrency wallet?,3
Add a new wallet to withdraw crypto,50
Crypto withdrawal fees,18
Crypto withdrawal limits,18
Cryptocurrencies and networks available for withdrawals,8
Send (withdraw) crypto to an external address,8
Pending crypto withdrawals,8
Failed crypto withdrawals,8
Cryptocurrency networks,8
Buy and sell crypto,3
Crypto basics,3
Is my crypto safe with Revolut?,3
Who provides Revolut's crypto services?,54
Taxes on crypto,3
Koinly crypto tax reports,3
Why do I need to name the wallet owner for withdrawals?,17
Crypto private keys and exposure on the blockchain,3
Crypto spare change,59
What exchange rates does Revolut offer?,-1
Currency exchange fees and limits,18
How do I exchange money?,42
Currency exchange orders,0
"I just made an exchange, but I can't find my money",42
Why might my currency order fail or not execute?,0
Open and manage additional currency accounts,42
Investor related tax information,17
How does the commission-free allowance work?,32
Trading orders routing,0
What are trading regulatory fees and taxes?,32
Buying or selling commodities,3
"Commodities prices, rates, and fees",47
Commodities supported features,3
Which precious metals are supported?,3
Start with Revolut Ramp,3
How can I get a full statement of my Ramp transaction?,-1
Pay with Revolut Ramp,50
What are the fees for Revolut Ramp?,-1
I sent crypto to an incorrect wallet address. What can I do?,8
I was charged extra by my bank for a Ramp payment. Why?,-1
My Ramp payment failed. What should I do?,58
My Ramp transaction is completed but I didn't receive the funds,-1
My Ramp payment was completed but I didn’t receive the crypto. What should I do?,8
Revolut Ramp supported currencies and limits,3
Why did I receive less crypto than I paid for?,8
Why was I charged more than I was shown?,-1
Advantages of investing in bonds,55
Get started with Bonds,55
Bonds fees,32
Bonds terms and definitions,55
Bond credit ratings,55
Buy bonds in the Revolut app,0
Buying a corporate bond vs buying stock in the same company,-1
Bond name interpretation in the Revolut app,55
How does Revolut process corporate actions?,-1
Dividends,49
Merger or acquisition of a company whose shares I own,31
Stock delisting,0
Stock split,31
Trading customer support,45
Which Revolut Trading entity is providing me services?,-1
Financial ratios for company analysis,31
Market analysis,31
OTC stocks,0
Stock basics,31
Stock markets,0
What is a fractional share?,31
What is a trading halt?,0
How do I update my trading account details?,5
Why are you asking me for documents to open or continue using Revolut trading?,21
Understanding our onboarding question about affiliations,17
Close my investment account,22
Reasons an investment account may be closed,-1
How is the portfolio value calculated?,31
Overview of Revolut Trading Ltd's omnibus account ,20
Trading watchlist and price alerts,-1
"Trading account information, statements and reports",16
Trade confirmation statements,16
Fund my investment account,42
Using your credit card or a personal loan to trade stocks,-1
How to withdraw funds from my investment account,-1
Open an investment account,17
Can I transfer my account from another broker?,-1
Why does Revolut need my national identifier?,17
What information do I need to provide to onboard to trading?,17
What is an execution-only service?,0
What is a Special Purpose Acquisition Company (SPAC)?,11
American depositary receipts (ADRs) and pass-through fees,32
Products available to trade,11
Can I have a trading account if I’m a US Person?,17
Who is Revolut Trading Ltd authorised by?,54
What are non-tradable securities?,-1
Do I own my stocks?,31
How are my investments with Revolut protected?,20
How are the funds in my investment account protected?,20
What does capital at risk mean?,11
Buy order block,0
Pending trading orders,0
Close a stock position,-1
How to place a stock order,0
Can I use leverage to trade?,11
What is a GTC Order and how does it work?,0
Trading limit orders,0
What is a stop order?,0
Trading order types,0
Top Movers,0
Security prices,0
What are Revolut's trading fees?,32
Trading value limits,0
Why is my stock on 'sell only'?,0
Orders submitted during extended hours trading,0
Extended hours trading risks,0
How extended hours trading works,0
What is a trading day?,0
Trading hours,0
What are the fees for Trading Pro?,32
What is Trading Pro?,32
